"seqnames","start","end","width","strand","Conc","Conc_group1","Conc_group2","Fold","p.value","FDR","PeakID"
"chr3",152258465,152259675,1211,"*",6.07,6.87,4.12,2.75,2.03e-12,1.64e-10,"chr3_152258465_152259675"
"chr13",37197875,37199061,1187,"*",6.03,4,6.84,-2.84,2.03e-12,1.64e-10,"chr13_37197875_37199061"
"chr8",58596014,58596692,679,"*",5.8,6.65,3.43,3.22,2.04e-12,1.65e-10,"chr8_58596014_58596692"
"chr6",105677125,105678109,985,"*",5.36,6.29,1.92,4.37,2.06e-12,1.66e-10,"chr6_105677125_105678109"
"chr2",75523369,75524206,838,"*",5.75,6.59,3.49,3.1,2.06e-12,1.66e-10,"chr2_75523369_75524206"
"chr16",24348512,24349791,1280,"*",6.22,4.48,6.99,-2.51,2.07e-12,1.67e-10,"chr16_24348512_24349791"
"chrX",39896984,39898024,1041,"*",6.98,5.76,7.64,-1.88,2.07e-12,1.67e-10,"chrX_39896984_39898024"
"chr6",139888485,139889278,794,"*",7.04,5.88,7.67,-1.8,2.08e-12,1.67e-10,"chr6_139888485_139889278"
"chr15",71611442,71612821,1380,"*",5.75,3.39,6.6,-3.2,2.11e-12,1.7e-10,"chr15_71611442_71612821"
"chr3",34256337,34257341,1005,"*",6.54,4.91,7.29,-2.38,2.12e-12,1.7e-10,"chr3_34256337_34257341"
"chr9",37980541,37981261,721,"*",5.44,6.36,2.3,4.05,2.13e-12,1.71e-10,"chr9_37980541_37981261"
"chr5",136058011,136058980,970,"*",8.33,8.81,7.61,1.2,2.13e-12,1.71e-10,"chr5_136058011_136058980"
"chr13",99686107,99688070,1964,"*",7.13,6.01,7.75,-1.74,2.14e-12,1.72e-10,"chr13_99686107_99688070"
"chr17",66532779,66534210,1432,"*",7.66,6.76,8.22,-1.46,2.15e-12,1.72e-10,"chr17_66532779_66534210"
"chr16",58515100,58516777,1678,"*",8.31,7.64,8.77,-1.14,2.16e-12,1.73e-10,"chr16_58515100_58516777"
"chrX",137548287,137551487,3201,"*",7.11,5.95,7.75,-1.8,2.17e-12,1.74e-10,"chrX_137548287_137551487"
"chr11",90874555,90875527,973,"*",5.72,6.57,3.42,3.15,2.17e-12,1.74e-10,"chr11_90874555_90875527"
"chr3",45182887,45183912,1026,"*",7.29,6.23,7.89,-1.67,2.17e-12,1.74e-10,"chr3_45182887_45183912"
"chr9",105457766,105460405,2640,"*",6.95,7.62,5.62,2,2.18e-12,1.74e-10,"chr9_105457766_105460405"
"chr8",139321473,139322509,1037,"*",5.82,3.18,6.7,-3.52,2.18e-12,1.74e-10,"chr8_139321473_139322509"
"chr8",122925293,122926518,1226,"*",7.53,8.08,6.62,1.46,2.19e-12,1.75e-10,"chr8_122925293_122926518"
"chr2",236239646,236241078,1433,"*",6.6,5.13,7.31,-2.18,2.2e-12,1.75e-10,"chr2_236239646_236241078"
"chr9",33320352,33321199,848,"*",5.38,6.3,2.06,4.24,2.21e-12,1.76e-10,"chr9_33320352_33321199"
"chr13",54266948,54269180,2233,"*",6.26,4.47,7.03,-2.56,2.25e-12,1.8e-10,"chr13_54266948_54269180"
"chr2",62340903,62341933,1031,"*",7.05,5.87,7.69,-1.82,2.26e-12,1.8e-10,"chr2_62340903_62341933"
"chr1",15795107,15795609,503,"*",6.13,6.94,4.13,2.81,2.28e-12,1.82e-10,"chr1_15795107_15795609"
"chr18",21264389,21265033,645,"*",6.51,5.02,7.23,-2.21,2.28e-12,1.82e-10,"chr18_21264389_21265033"
"chr10",29007758,29008819,1062,"*",6.79,5.33,7.49,-2.17,2.29e-12,1.83e-10,"chr10_29007758_29008819"
"chr15",65264539,65265790,1252,"*",6.52,4.86,7.28,-2.42,2.31e-12,1.84e-10,"chr15_65264539_65265790"
"chr11",7484097,7485888,1792,"*",6.49,4.89,7.22,-2.33,2.34e-12,1.86e-10,"chr11_7484097_7485888"
"chr1",169086640,169087544,905,"*",6.92,7.58,5.67,1.91,2.35e-12,1.87e-10,"chr1_169086640_169087544"
"chr15",59919402,59920349,948,"*",5.43,6.34,2.41,3.93,2.36e-12,1.87e-10,"chr15_59919402_59920349"
"chr10",58178533,58179571,1039,"*",6.05,6.88,3.89,3,2.36e-12,1.88e-10,"chr10_58178533_58179571"
"chr5",53331458,53331863,406,"*",5.74,6.59,3.32,3.27,2.37e-12,1.88e-10,"chr5_53331458_53331863"
"chr7",117283281,117283771,491,"*",5.45,6.35,2.52,3.83,2.37e-12,1.88e-10,"chr7_117283281_117283771"
"chr6",125746851,125750138,3288,"*",9.75,10.08,9.32,0.76,2.37e-12,1.88e-10,"chr6_125746851_125750138"
"chr3",75434472,75436288,1817,"*",10.78,11.11,10.35,0.75,2.39e-12,1.89e-10,"chr3_75434472_75436288"
"chr12",108776924,108777562,639,"*",5.51,2.53,6.41,-3.88,2.39e-12,1.9e-10,"chr12_108776924_108777562"
"chr7",104772315,104773332,1018,"*",6.73,5.39,7.41,-2.02,2.4e-12,1.9e-10,"chr7_104772315_104773332"
"chr3",103056729,103058200,1472,"*",6.47,7.2,4.91,2.29,2.41e-12,1.91e-10,"chr3_103056729_103058200"
"chr12",128299866,128300630,765,"*",5.4,6.32,2.22,4.1,2.43e-12,1.92e-10,"chr12_128299866_128300630"
"chr10",112261247,112261811,565,"*",5.38,6.32,1.68,4.64,2.46e-12,1.94e-10,"chr10_112261247_112261811"
"chr7",23115579,23116544,966,"*",5.77,3.45,6.62,-3.18,2.48e-12,1.96e-10,"chr7_23115579_23116544"
"chr15",69890827,69891818,992,"*",5.43,1.93,6.37,-4.44,2.49e-12,1.97e-10,"chr15_69890827_69891818"
"chr11",131513287,131514045,759,"*",6.42,7.16,4.84,2.32,2.49e-12,1.97e-10,"chr11_131513287_131514045"
"chr12",128651688,128652666,979,"*",5.51,6.4,2.77,3.63,2.49e-12,1.97e-10,"chr12_128651688_128652666"
"chr10",102674087,102676531,2445,"*",8.71,9.12,8.14,0.97,2.51e-12,1.98e-10,"chr10_102674087_102676531"
"chr6",38357666,38358660,995,"*",6.32,7.07,4.7,2.37,2.55e-12,2.01e-10,"chr6_38357666_38358660"
"chr19",17864957,17866426,1470,"*",6.93,5.62,7.6,-1.99,2.56e-12,2.02e-10,"chr19_17864957_17866426"
"chr3",5298541,5300018,1478,"*",6.75,7.45,5.36,2.09,2.57e-12,2.03e-10,"chr3_5298541_5300018"
"chr17",40306581,40308039,1459,"*",7.98,8.47,7.24,1.24,2.6e-12,2.05e-10,"chr17_40306581_40308039"
"chr20",21017498,21018165,668,"*",5.89,6.72,3.76,2.96,2.63e-12,2.07e-10,"chr20_21017498_21018165"
"chr12",48027173,48028749,1577,"*",7.04,5.87,7.67,-1.8,2.64e-12,2.07e-10,"chr12_48027173_48028749"
"chr1",44700781,44701985,1205,"*",6.08,6.86,4.24,2.63,2.66e-12,2.09e-10,"chr1_44700781_44701985"
"chr2",50097145,50097853,709,"*",6.08,4,6.9,-2.9,2.67e-12,2.1e-10,"chr2_50097145_50097853"
"chr21",35428251,35429005,755,"*",6.23,7.01,4.44,2.57,2.7e-12,2.12e-10,"chr21_35428251_35429005"
"chr3",137854619,137855591,973,"*",5.92,3.8,6.75,-2.95,2.71e-12,2.13e-10,"chr3_137854619_137855591"
"chr11",92440310,92441682,1373,"*",5.96,3.92,6.77,-2.85,2.74e-12,2.15e-10,"chr11_92440310_92441682"
"chr2",54638863,54639277,415,"*",5.48,6.37,2.7,3.66,2.74e-12,2.15e-10,"chr2_54638863_54639277"
"chr5",38871739,38872633,895,"*",5.68,6.55,3.21,3.34,2.77e-12,2.17e-10,"chr5_38871739_38872633"
"chr1",83692132,83693694,1563,"*",7.72,6.73,8.3,-1.57,2.78e-12,2.18e-10,"chr1_83692132_83693694"
"chr18",33152426,33153011,586,"*",5.64,6.5,3.24,3.26,2.78e-12,2.18e-10,"chr18_33152426_33153011"
"chr4",124018737,124019386,650,"*",7.35,6.23,7.97,-1.74,2.78e-12,2.18e-10,"chr4_124018737_124019386"
"chr20",8423870,8424558,689,"*",5.78,6.61,3.6,3.01,2.79e-12,2.18e-10,"chr20_8423870_8424558"
"chr3",106913054,106914462,1409,"*",7.51,6.59,8.07,-1.48,2.79e-12,2.18e-10,"chr3_106913054_106914462"
"chr5",28397298,28398343,1046,"*",6.63,5.12,7.36,-2.24,2.79e-12,2.18e-10,"chr5_28397298_28398343"
"chr2",150981826,150982474,649,"*",6.92,5.59,7.6,-2.02,2.81e-12,2.19e-10,"chr2_150981826_150982474"
"chr2",221554948,221555766,819,"*",5.83,3.42,6.69,-3.27,2.81e-12,2.19e-10,"chr2_221554948_221555766"
"chr2",102986957,102987659,703,"*",5.66,6.52,3.14,3.38,2.82e-12,2.2e-10,"chr2_102986957_102987659"
"chr3",37772618,37773454,837,"*",6.73,5.38,7.41,-2.04,2.83e-12,2.21e-10,"chr3_37772618_37773454"
"chr7",46534308,46535504,1197,"*",6.43,4.86,7.16,-2.3,2.84e-12,2.22e-10,"chr7_46534308_46535504"
"chr9",114348342,114349661,1320,"*",8.42,8.87,7.76,1.1,2.85e-12,2.22e-10,"chr9_114348342_114349661"
"chr2",66254869,66256196,1328,"*",6,3.86,6.83,-2.96,2.86e-12,2.23e-10,"chr2_66254869_66256196"
"chr14",98453305,98454213,909,"*",6.24,7.01,4.48,2.54,2.89e-12,2.25e-10,"chr14_98453305_98454213"
"chr1",91548235,91549595,1361,"*",6,3.94,6.82,-2.88,2.89e-12,2.25e-10,"chr1_91548235_91549595"
"chr8",37235868,37237184,1317,"*",6.16,4.27,6.95,-2.68,2.91e-12,2.26e-10,"chr8_37235868_37237184"
"chr10",16242670,16243644,975,"*",6.06,4.13,6.86,-2.73,2.91e-12,2.26e-10,"chr10_16242670_16243644"
"chr8",72676901,72677575,675,"*",5.58,2.83,6.46,-3.63,2.96e-12,2.3e-10,"chr8_72676901_72677575"
"chr10",77268050,77268840,791,"*",6.22,6.99,4.49,2.49,2.97e-12,2.3e-10,"chr10_77268050_77268840"
"chr1",114036752,114038823,2072,"*",5.81,3.53,6.65,-3.12,2.98e-12,2.31e-10,"chr1_114036752_114038823"
"chr7",66055941,66056547,607,"*",5.38,6.33,1.63,4.69,2.98e-12,2.31e-10,"chr7_66055941_66056547"
"chr6",76770220,76770926,707,"*",7.35,7.95,6.28,1.68,3.06e-12,2.38e-10,"chr6_76770220_76770926"
"chr6",43125073,43125740,668,"*",7.48,8.05,6.51,1.54,3.09e-12,2.4e-10,"chr6_43125073_43125740"
"chr2",174787503,174789115,1613,"*",8.44,8.88,7.79,1.09,3.1e-12,2.4e-10,"chr2_174787503_174789115"
"chr11",31238214,31238867,654,"*",5.99,3.89,6.82,-2.92,3.1e-12,2.4e-10,"chr11_31238214_31238867"
"chr3",68424226,68425606,1381,"*",7.22,7.82,6.16,1.66,3.11e-12,2.41e-10,"chr3_68424226_68425606"
"chr8",10426231,10427070,840,"*",5.56,2.75,6.45,-3.7,3.12e-12,2.42e-10,"chr8_10426231_10427070"
"chr10",109051228,109051730,503,"*",5.35,6.29,1.77,4.52,3.15e-12,2.43e-10,"chr10_109051228_109051730"
"chr9",115204956,115205679,724,"*",5.57,6.46,2.77,3.69,3.15e-12,2.43e-10,"chr9_115204956_115205679"
"chr3",31423173,31423963,791,"*",7.1,7.77,5.83,1.94,3.15e-12,2.43e-10,"chr3_31423173_31423963"
"chr7",21041642,21042341,700,"*",5.94,3.66,6.79,-3.13,3.16e-12,2.44e-10,"chr7_21041642_21042341"
"chr2",200329357,200331009,1653,"*",6.26,7.07,4.23,2.84,3.16e-12,2.44e-10,"chr2_200329357_200331009"
"chr1",67888523,67889663,1141,"*",6.91,5.61,7.59,-1.97,3.16e-12,2.44e-10,"chr1_67888523_67889663"
"chr10",120415741,120416457,717,"*",5.8,6.63,3.64,2.99,3.19e-12,2.46e-10,"chr10_120415741_120416457"
"chr11",62849816,62852272,2457,"*",8.08,7.35,8.56,-1.21,3.22e-12,2.48e-10,"chr11_62849816_62852272"
"chr5",98570653,98571185,533,"*",5.8,3.36,6.66,-3.3,3.23e-12,2.49e-10,"chr5_98570653_98571185"
"chr8",58024628,58025399,772,"*",5.48,6.38,2.52,3.86,3.23e-12,2.49e-10,"chr8_58024628_58025399"
"chr4",18690927,18692217,1291,"*",6.92,5.62,7.59,-1.97,3.24e-12,2.49e-10,"chr4_18690927_18692217"
"chr9",91293235,91294280,1046,"*",5.52,6.4,2.88,3.52,3.25e-12,2.5e-10,"chr9_91293235_91294280"
"chr8",127251610,127252558,949,"*",6.88,5.63,7.54,-1.91,3.25e-12,2.5e-10,"chr8_127251610_127252558"
"chr19",36245025,36245966,942,"*",6.17,4.03,7,-2.97,3.25e-12,2.5e-10,"chr19_36245025_36245966"
"chr21",43332354,43334115,1762,"*",8.86,8.31,9.26,-0.95,3.25e-12,2.5e-10,"chr21_43332354_43334115"
"chr9",124297438,124298298,861,"*",6.22,4.37,7.01,-2.64,3.32e-12,2.55e-10,"chr9_124297438_124298298"
"chr9",116470914,116472326,1413,"*",7.72,6.88,8.25,-1.37,3.32e-12,2.55e-10,"chr9_116470914_116472326"
"chr17",27797567,27798234,668,"*",5.93,6.75,3.8,2.95,3.35e-12,2.57e-10,"chr17_27797567_27798234"
"chr12",15253378,15254438,1061,"*",5.5,2.63,6.4,-3.77,3.39e-12,2.6e-10,"chr12_15253378_15254438"
"chr16",7408830,7409584,755,"*",6.72,7.41,5.37,2.03,3.41e-12,2.61e-10,"chr16_7408830_7409584"
"chr6",167441575,167443088,1514,"*",6.96,5.79,7.6,-1.81,3.43e-12,2.63e-10,"chr6_167441575_167443088"
"chr2",60544962,60545498,537,"*",5.42,6.32,2.47,3.85,3.46e-12,2.65e-10,"chr2_60544962_60545498"
"chr5",65085003,65085930,928,"*",6.17,6.94,4.46,2.47,3.48e-12,2.66e-10,"chr5_65085003_65085930"
"chr10",101778722,101781488,2767,"*",8.89,8.33,9.29,-0.96,3.48e-12,2.66e-10,"chr10_101778722_101781488"
"chr12",114015936,114016486,551,"*",5.84,3.63,6.68,-3.04,3.5e-12,2.68e-10,"chr12_114015936_114016486"
"chr16",84826431,84827614,1184,"*",8.32,8.83,7.52,1.31,3.52e-12,2.69e-10,"chr16_84826431_84827614"
"chr5",59839995,59840817,823,"*",7.64,8.17,6.77,1.4,3.52e-12,2.69e-10,"chr5_59839995_59840817"
"chr2",30655299,30656147,849,"*",6.2,4.4,6.98,-2.58,3.53e-12,2.69e-10,"chr2_30655299_30656147"
"chr1",162190953,162192229,1277,"*",6.98,5.76,7.63,-1.87,3.55e-12,2.7e-10,"chr1_162190953_162192229"
"chrX",49812103,49813170,1068,"*",7.29,7.9,6.23,1.67,3.55e-12,2.7e-10,"chrX_49812103_49813170"
"chr5",150141757,150142361,605,"*",7.55,6.58,8.13,-1.54,3.55e-12,2.71e-10,"chr5_150141757_150142361"
"chr7",134477616,134478469,854,"*",6.11,6.89,4.34,2.54,3.6e-12,2.74e-10,"chr7_134477616_134478469"
"chr5",172971547,172972325,779,"*",5.49,6.39,2.64,3.75,3.62e-12,2.75e-10,"chr5_172971547_172972325"
"chr7",153947042,153947765,724,"*",6,3.94,6.81,-2.87,3.63e-12,2.76e-10,"chr7_153947042_153947765"
"chr1",212126588,212127822,1235,"*",5.94,3.89,6.76,-2.86,3.63e-12,2.76e-10,"chr1_212126588_212127822"
"chr3",187519194,187520565,1372,"*",6.49,4.99,7.21,-2.22,3.67e-12,2.79e-10,"chr3_187519194_187520565"
"chr17",11490381,11491071,691,"*",5.47,2.41,6.38,-3.97,3.68e-12,2.8e-10,"chr17_11490381_11491071"
"chr7",137402640,137403617,978,"*",6.33,4.43,7.13,-2.7,3.69e-12,2.8e-10,"chr7_137402640_137403617"
"chrX",139211481,139212188,708,"*",6.35,4.76,7.09,-2.33,3.69e-12,2.8e-10,"chrX_139211481_139212188"
"chr20",39822924,39823852,929,"*",7.38,7.96,6.39,1.56,3.71e-12,2.81e-10,"chr20_39822924_39823852"
"chr3",163752620,163753922,1303,"*",5.92,3.84,6.73,-2.89,3.71e-12,2.81e-10,"chr3_163752620_163753922"
"chr9",20189346,20190313,968,"*",5.78,3.25,6.65,-3.4,3.78e-12,2.86e-10,"chr9_20189346_20190313"
"chr1",53104201,53104837,637,"*",5.85,3.42,6.7,-3.29,3.78e-12,2.87e-10,"chr1_53104201_53104837"
"chr17",633277,634205,929,"*",6.12,4.16,6.92,-2.76,3.79e-12,2.87e-10,"chr17_633277_634205"
"chr4",138398363,138398909,547,"*",5.91,3.8,6.73,-2.93,3.79e-12,2.87e-10,"chr4_138398363_138398909"
"chr3",125143522,125144911,1390,"*",7.1,5.99,7.72,-1.72,3.8e-12,2.88e-10,"chr3_125143522_125144911"
"chr5",147661364,147661927,564,"*",5.4,6.36,1.03,5.33,3.83e-12,2.9e-10,"chr5_147661364_147661927"
"chr7",156920351,156921041,691,"*",7.23,7.83,6.21,1.62,3.84e-12,2.9e-10,"chr7_156920351_156921041"
"chr8",85866340,85867753,1414,"*",7.03,7.66,5.88,1.78,3.85e-12,2.91e-10,"chr8_85866340_85867753"
"chr12",4116282,4117160,879,"*",7.13,6.04,7.75,-1.71,3.88e-12,2.93e-10,"chr12_4116282_4117160"
"chr15",59594507,59595236,730,"*",5.98,6.79,4.03,2.76,3.88e-12,2.93e-10,"chr15_59594507_59595236"
"chr1",111936750,111937872,1123,"*",6.77,5.47,7.44,-1.98,3.91e-12,2.95e-10,"chr1_111936750_111937872"
"chr7",135994413,135995069,657,"*",5.38,6.34,1.03,5.31,3.92e-12,2.96e-10,"chr7_135994413_135995069"
"chr1",116401604,116402643,1040,"*",6.73,7.42,5.39,2.02,3.98e-12,3e-10,"chr1_116401604_116402643"
"chr10",58963199,58964298,1100,"*",6.05,4.06,6.86,-2.8,3.98e-12,3e-10,"chr10_58963199_58964298"
"chr6",105608843,105609750,908,"*",6.17,6.93,4.46,2.48,4e-12,3.01e-10,"chr6_105608843_105609750"
"chr15",58768585,58769013,429,"*",6.94,7.58,5.76,1.82,4e-12,3.01e-10,"chr15_58768585_58769013"
"chr16",65125732,65126338,607,"*",8.15,8.65,7.37,1.28,4.01e-12,3.02e-10,"chr16_65125732_65126338"
"chr6",48229668,48230485,818,"*",5.51,6.4,2.74,3.66,4.03e-12,3.03e-10,"chr6_48229668_48230485"
"chr10",78925548,78926245,698,"*",5.95,6.76,3.94,2.82,4.12e-12,3.1e-10,"chr10_78925548_78926245"
"chr6",40848034,40848430,397,"*",5.55,6.43,2.97,3.45,4.14e-12,3.11e-10,"chr6_40848034_40848430"
"chr16",87046690,87048256,1567,"*",6.6,5.19,7.3,-2.12,4.21e-12,3.16e-10,"chr16_87046690_87048256"
"chr7",33417973,33418876,904,"*",6.1,4.23,6.89,-2.66,4.22e-12,3.16e-10,"chr7_33417973_33418876"
"chr12",119208122,119209082,961,"*",7.3,7.95,6.09,1.86,4.22e-12,3.17e-10,"chr12_119208122_119209082"
"chr2",75570893,75571543,651,"*",6.05,6.84,4.18,2.66,4.24e-12,3.18e-10,"chr2_75570893_75571543"
"chr10",57983255,57984105,851,"*",6.36,7.09,4.82,2.28,4.27e-12,3.2e-10,"chr10_57983255_57984105"
"chr8",8300926,8301522,597,"*",5.31,6.25,1.59,4.66,4.3e-12,3.22e-10,"chr8_8300926_8301522"
"chr10",113929114,113930109,996,"*",5.91,6.71,3.9,2.81,4.36e-12,3.27e-10,"chr10_113929114_113930109"
"chr1",15371050,15372508,1459,"*",6.8,7.46,5.54,1.92,4.39e-12,3.28e-10,"chr1_15371050_15372508"
"chr16",19723892,19724600,709,"*",5.74,6.58,3.47,3.11,4.41e-12,3.3e-10,"chr16_19723892_19724600"
"chr1",48878365,48878880,516,"*",5.38,6.29,2.36,3.92,4.42e-12,3.31e-10,"chr1_48878365_48878880"
"chr16",66154601,66155272,672,"*",6.59,7.34,4.96,2.38,4.46e-12,3.33e-10,"chr16_66154601_66155272"
"chr19",19776032,19777044,1013,"*",10.4,10.7,10.03,0.68,4.51e-12,3.37e-10,"chr19_19776032_19777044"
"chr16",55636808,55637747,940,"*",6.42,7.15,4.85,2.3,4.53e-12,3.38e-10,"chr16_55636808_55637747"
"chr21",17542326,17543033,708,"*",6.46,7.21,4.83,2.38,4.55e-12,3.4e-10,"chr21_17542326_17543033"
"chr11",4123320,4124400,1081,"*",5.4,6.32,2.13,4.19,4.55e-12,3.4e-10,"chr11_4123320_4124400"
"chr16",16780312,16781089,778,"*",5.62,2.99,6.5,-3.51,4.58e-12,3.41e-10,"chr16_16780312_16781089"
"chr11",79087203,79088357,1155,"*",8.22,7.54,8.68,-1.14,4.6e-12,3.43e-10,"chr11_79087203_79088357"
"chr10",33215202,33216006,805,"*",6.16,7.15,-0.2,7.35,4.6e-12,3.43e-10,"chr10_33215202_33216006"
"chr17",72575553,72576917,1365,"*",6.62,5.24,7.32,-2.08,4.62e-12,3.44e-10,"chr17_72575553_72576917"
"chr8",32476822,32477458,637,"*",5.49,2.35,6.41,-4.06,4.67e-12,3.47e-10,"chr8_32476822_32477458"
"chr8",100335800,100336620,821,"*",5.97,4.01,6.77,-2.76,4.68e-12,3.48e-10,"chr8_100335800_100336620"
"chr3",155111049,155111684,636,"*",5.36,6.3,1.68,4.62,4.69e-12,3.49e-10,"chr3_155111049_155111684"
"chr7",132732073,132732786,714,"*",5.41,1.93,6.35,-4.41,4.73e-12,3.51e-10,"chr7_132732073_132732786"
"chrX",2311263,2312226,964,"*",6.11,3.96,6.94,-2.98,4.75e-12,3.53e-10,"chrX_2311263_2312226"
"chr12",108637369,108639379,2011,"*",6.91,5.66,7.57,-1.91,4.75e-12,3.53e-10,"chr12_108637369_108639379"
"chrX",67780594,67781357,764,"*",6.02,6.82,4.05,2.77,4.76e-12,3.53e-10,"chrX_67780594_67781357"
"chr11",120913409,120913901,493,"*",5.35,6.31,1.1,5.22,4.82e-12,3.57e-10,"chr11_120913409_120913901"
"chr8",9183314,9184897,1584,"*",5.4,2.11,6.33,-4.22,4.83e-12,3.58e-10,"chr8_9183314_9184897"
"chr22",33652410,33653026,617,"*",6.27,7.03,4.62,2.41,4.83e-12,3.58e-10,"chr22_33652410_33653026"
"chr7",138877813,138878417,605,"*",5.35,6.31,1.16,5.16,4.83e-12,3.58e-10,"chr7_138877813_138878417"
"chr3",45679689,45680406,718,"*",6.05,4.15,6.84,-2.69,4.86e-12,3.6e-10,"chr3_45679689_45680406"
"chr2",229696021,229697042,1022,"*",6.06,4.15,6.85,-2.69,4.9e-12,3.63e-10,"chr2_229696021_229697042"
"chr18",415898,416663,766,"*",6.65,7.34,5.26,2.09,4.94e-12,3.66e-10,"chr18_415898_416663"
"chr6",133609715,133611276,1562,"*",7.22,7.85,6.08,1.77,4.98e-12,3.68e-10,"chr6_133609715_133611276"
"chr11",96012142,96012620,479,"*",7.09,7.74,5.87,1.86,4.99e-12,3.69e-10,"chr11_96012142_96012620"
"chr2",46193292,46193829,538,"*",6.35,4.65,7.1,-2.46,5.01e-12,3.7e-10,"chr2_46193292_46193829"
"chr12",45336476,45337488,1013,"*",5.74,6.58,3.53,3.05,5.03e-12,3.71e-10,"chr12_45336476_45337488"
"chr13",35797008,35797678,671,"*",5.88,3.79,6.7,-2.91,5.1e-12,3.77e-10,"chr13_35797008_35797678"
"chr7",52186278,52186826,549,"*",5.34,6.29,1.39,4.9,5.14e-12,3.79e-10,"chr7_52186278_52186826"
"chr8",128176424,128177434,1011,"*",6.55,7.26,5.08,2.18,5.14e-12,3.79e-10,"chr8_128176424_128177434"
"chr1",74246166,74246849,684,"*",5.38,6.33,1.5,4.83,5.25e-12,3.87e-10,"chr1_74246166_74246849"
"chr15",63082736,63083815,1080,"*",6.26,4.51,7.03,-2.52,5.26e-12,3.87e-10,"chr15_63082736_63083815"
"chr3",27720864,27723398,2535,"*",8.38,7.72,8.82,-1.1,5.31e-12,3.91e-10,"chr3_27720864_27723398"
"chr10",63514667,63515733,1067,"*",6.96,5.79,7.6,-1.81,5.33e-12,3.93e-10,"chr10_63514667_63515733"
"chr2",31539462,31539887,426,"*",5.81,3.31,6.68,-3.37,5.39e-12,3.97e-10,"chr2_31539462_31539887"
"chr8",62193795,62194439,645,"*",5.96,6.79,3.76,3.03,5.49e-12,4.03e-10,"chr8_62193795_62194439"
"chr2",23285159,23286234,1076,"*",6.15,4.29,6.93,-2.64,5.49e-12,4.03e-10,"chr2_23285159_23286234"
"chr6",147438782,147439966,1185,"*",6.54,4.97,7.27,-2.3,5.49e-12,4.04e-10,"chr6_147438782_147439966"
"chr8",128815425,128816056,632,"*",5.35,6.31,1.03,5.28,5.54e-12,4.07e-10,"chr8_128815425_128816056"
"chr16",5097114,5098976,1863,"*",10.49,10.83,10.05,0.78,5.56e-12,4.08e-10,"chr16_5097114_5098976"
"chr7",52640037,52640474,438,"*",6.34,7.08,4.77,2.3,5.56e-12,4.08e-10,"chr7_52640037_52640474"
"chr6",3520407,3521355,949,"*",6.36,7.1,4.78,2.32,5.56e-12,4.08e-10,"chr6_3520407_3521355"
"chr8",9776035,9776977,943,"*",6.69,7.37,5.33,2.04,5.59e-12,4.1e-10,"chr8_9776035_9776977"
"chr7",47292819,47293510,692,"*",5.35,6.3,1.49,4.81,5.62e-12,4.11e-10,"chr7_47292819_47293510"
"chr6",161443774,161445082,1309,"*",7.19,6.06,7.82,-1.75,5.62e-12,4.12e-10,"chr6_161443774_161445082"
"chr6",88730417,88731049,633,"*",5.97,3.99,6.77,-2.79,5.63e-12,4.12e-10,"chr6_88730417_88731049"
"chr16",70635126,70635635,510,"*",5.48,2.28,6.4,-4.12,5.66e-12,4.14e-10,"chr16_70635126_70635635"
"chr10",93999428,94000115,688,"*",7.01,5.83,7.65,-1.81,5.69e-12,4.16e-10,"chr10_93999428_94000115"
"chr14",41599565,41600388,824,"*",5.77,3.47,6.62,-3.15,5.81e-12,4.24e-10,"chr14_41599565_41600388"
"chr11",134800784,134802551,1768,"*",7.74,6.86,8.28,-1.43,5.81e-12,4.24e-10,"chr11_134800784_134802551"
"chr2",100562169,100563556,1388,"*",9.92,10.26,9.46,0.8,5.87e-12,4.29e-10,"chr2_100562169_100563556"
"chr10",85600559,85601217,659,"*",6.1,4.28,6.88,-2.59,5.88e-12,4.29e-10,"chr10_85600559_85601217"
"chr4",124636596,124637689,1094,"*",6.12,4.35,6.9,-2.55,5.89e-12,4.3e-10,"chr4_124636596_124637689"
"chr9",90722125,90722489,365,"*",5.61,6.48,3.11,3.37,5.89e-12,4.3e-10,"chr9_90722125_90722489"
"chr18",25649687,25651147,1461,"*",6.71,7.38,5.41,1.97,5.91e-12,4.31e-10,"chr18_25649687_25651147"
"chr1",27655343,27656635,1293,"*",6.72,5.35,7.4,-2.05,5.93e-12,4.32e-10,"chr1_27655343_27656635"
"chr19",37077858,37078744,887,"*",8.59,9.02,7.97,1.06,5.98e-12,4.35e-10,"chr19_37077858_37078744"
"chr18",27700094,27700949,856,"*",5.58,2.67,6.48,-3.81,6.01e-12,4.38e-10,"chr18_27700094_27700949"
"chr6",150093308,150094441,1134,"*",5.89,3.31,6.76,-3.46,6.03e-12,4.38e-10,"chr6_150093308_150094441"
"chr2",205714457,205715526,1070,"*",6.83,5.53,7.51,-1.98,6.03e-12,4.38e-10,"chr2_205714457_205715526"
"chr11",126111512,126111863,352,"*",6.01,4.04,6.81,-2.78,6.05e-12,4.4e-10,"chr11_126111512_126111863"
"chr2",10343870,10344556,687,"*",6.34,7.11,4.63,2.48,6.11e-12,4.44e-10,"chr2_10343870_10344556"
"chr17",8151049,8152694,1646,"*",8.99,9.36,8.48,0.88,6.18e-12,4.49e-10,"chr17_8151049_8152694"
"chr9",95634139,95635055,917,"*",6.77,5.37,7.46,-2.09,6.24e-12,4.53e-10,"chr9_95634139_95635055"
