"seqnames","start","end","width","strand","Conc","Conc_group1","Conc_group2","Fold","p.value","FDR","PeakID"
"chr15",72116972,72118840,1869,"*",9.58,9.02,9.98,-0.97,4.01e-21,2.52e-19,"chr15_72116972_72118840"
"chr3",51955462,51956939,1478,"*",8.31,8.88,7.38,1.49,4.12e-21,2.59e-19,"chr3_51955462_51956939"
"chr7",129150143,129151229,1087,"*",6.36,7.27,3.43,3.83,4.17e-21,2.63e-19,"chr7_129150143_129151229"
"chr19",5086327,5087254,928,"*",6.8,7.61,4.77,2.84,4.19e-21,2.64e-19,"chr19_5086327_5087254"
"chr11",126159327,126160853,1527,"*",7.5,8.21,6.05,2.16,4.2e-21,2.65e-19,"chr11_126159327_126160853"
"chr12",2264004,2265745,1742,"*",6.79,4.79,7.59,-2.8,4.23e-21,2.66e-19,"chr12_2264004_2265745"
"chr5",174065312,174066229,918,"*",6.48,4.08,7.34,-3.25,4.26e-21,2.68e-19,"chr5_174065312_174066229"
"chr18",51016994,51018000,1007,"*",6.44,7.32,3.79,3.54,4.32e-21,2.71e-19,"chr18_51016994_51018000"
"chr8",93120133,93121948,1816,"*",6.47,4.15,7.32,-3.17,4.43e-21,2.78e-19,"chr8_93120133_93121948"
"chr10",99357909,99359423,1515,"*",6.29,7.26,1.82,5.44,4.43e-21,2.78e-19,"chr10_99357909_99359423"
"chr7",4706415,4708681,2267,"*",7.63,8.28,6.39,1.89,4.46e-21,2.8e-19,"chr7_4706415_4708681"
"chr1",43659582,43661089,1508,"*",6.48,7.46,1.36,6.1,4.48e-21,2.81e-19,"chr1_43659582_43661089"
"chr17",82003442,82004330,889,"*",7.2,5.68,7.92,-2.24,4.5e-21,2.82e-19,"chr17_82003442_82004330"
"chr5",150317123,150317696,574,"*",7.48,6.16,8.16,-2,4.5e-21,2.82e-19,"chr5_150317123_150317696"
"chr20",45922378,45922957,580,"*",6.26,3.43,7.16,-3.73,4.52e-21,2.83e-19,"chr20_45922378_45922957"
"chr8",133182526,133183147,622,"*",6.81,4.76,7.63,-2.87,4.65e-21,2.91e-19,"chr8_133182526_133183147"
"chr15",95162807,95163806,1000,"*",6.3,1.61,7.27,-5.66,4.73e-21,2.96e-19,"chr15_95162807_95163806"
"chr12",128458465,128459600,1136,"*",6.29,7.2,3.31,3.88,4.82e-21,3.02e-19,"chr12_128458465_128459600"
"chr3",31748268,31749353,1086,"*",6.2,1.79,7.16,-5.38,4.84e-21,3.03e-19,"chr3_31748268_31749353"
"chr6",104996000,104996709,710,"*",6.18,3.03,7.1,-4.07,4.85e-21,3.03e-19,"chr6_104996000_104996709"
"chr15",55267074,55268037,964,"*",6.17,2.42,7.12,-4.7,4.86e-21,3.04e-19,"chr15_55267074_55268037"
"chr7",74659667,74660109,443,"*",6.68,7.5,4.59,2.92,4.93e-21,3.08e-19,"chr7_74659667_74660109"
"chr12",27193753,27195019,1267,"*",7.06,5.27,7.83,-2.56,4.97e-21,3.1e-19,"chr12_27193753_27195019"
"chr20",63695780,63697627,1848,"*",8.57,9.11,7.71,1.4,4.97e-21,3.11e-19,"chr20_63695780_63697627"
"chr2",118319075,118319894,820,"*",6.82,7.64,4.77,2.87,5e-21,3.12e-19,"chr2_118319075_118319894"
"chr19",41297935,41298816,882,"*",6.89,4.99,7.68,-2.69,5.08e-21,3.17e-19,"chr19_41297935_41298816"
"chr5",156913529,156914813,1285,"*",6.37,7.27,3.54,3.73,5.1e-21,3.19e-19,"chr5_156913529_156914813"
"chr7",22708455,22709943,1489,"*",6.6,7.44,4.36,3.08,5.13e-21,3.2e-19,"chr7_22708455_22709943"
"chr9",33150940,33151647,708,"*",6.34,3.47,7.24,-3.78,5.18e-21,3.23e-19,"chr9_33150940_33151647"
"chr13",93233684,93234637,954,"*",6.22,7.14,3.13,4,5.22e-21,3.25e-19,"chr13_93233684_93234637"
"chr11",63710327,63711198,872,"*",6.16,2.97,7.08,-4.1,5.24e-21,3.27e-19,"chr11_63710327_63711198"
"chr5",154712393,154713969,1577,"*",7.01,7.79,5.19,2.6,5.28e-21,3.29e-19,"chr5_154712393_154713969"
"chr10",95260523,95261333,811,"*",6.98,5.25,7.74,-2.49,5.29e-21,3.29e-19,"chr10_95260523_95261333"
"chr19",40822702,40824170,1469,"*",7.13,5.58,7.86,-2.28,5.31e-21,3.3e-19,"chr19_40822702_40824170"
"chr6",45900889,45902050,1162,"*",6.63,7.47,4.41,3.05,5.33e-21,3.31e-19,"chr6_45900889_45902050"
"chr1",46043484,46044325,842,"*",6.21,7.13,3.06,4.08,5.43e-21,3.38e-19,"chr1_46043484_46044325"
"chr1",226222988,226224421,1434,"*",7.77,8.42,6.56,1.85,5.48e-21,3.41e-19,"chr1_226222988_226224421"
"chr3",75850244,75851028,785,"*",6.63,7.45,4.51,2.93,5.53e-21,3.44e-19,"chr3_75850244_75851028"
"chr11",290905,292063,1159,"*",7.01,7.8,5.16,2.64,5.54e-21,3.44e-19,"chr11_290905_292063"
"chr14",77032679,77034321,1643,"*",9.18,8.48,9.65,-1.17,5.56e-21,3.46e-19,"chr14_77032679_77034321"
"chr8",132140417,132141159,743,"*",6.46,7.31,4.03,3.29,5.6e-21,3.48e-19,"chr8_132140417_132141159"
"chr12",89881746,89882446,701,"*",6.16,2.49,7.1,-4.61,5.63e-21,3.49e-19,"chr12_89881746_89882446"
"chr15",90075139,90076422,1284,"*",7.69,8.35,6.44,1.91,5.63e-21,3.49e-19,"chr15_90075139_90076422"
"chr1",94688606,94689498,893,"*",6.33,7.22,3.56,3.66,5.64e-21,3.5e-19,"chr1_94688606_94689498"
"chr2",74991467,74992496,1030,"*",6.82,4.84,7.63,-2.78,5.65e-21,3.5e-19,"chr2_74991467_74992496"
"chr9",129556654,129559205,2552,"*",9.2,9.66,8.53,1.12,5.67e-21,3.52e-19,"chr9_129556654_129559205"
"chr17",71828039,71828719,681,"*",6.94,7.73,5.09,2.65,5.68e-21,3.52e-19,"chr17_71828039_71828719"
"chr1",91564936,91565841,906,"*",6.3,7.19,3.52,3.67,5.74e-21,3.56e-19,"chr1_91564936_91565841"
"chr1",6672574,6673169,596,"*",6.18,1.98,7.14,-5.16,5.77e-21,3.57e-19,"chr1_6672574_6673169"
"chr15",90151835,90152807,973,"*",6.34,7.22,3.62,3.6,5.77e-21,3.57e-19,"chr15_90151835_90152807"
"chr19",6411861,6413033,1173,"*",7.13,7.88,5.44,2.44,5.8e-21,3.59e-19,"chr19_6411861_6413033"
"chr10",69567906,69569760,1855,"*",7.26,7.98,5.73,2.26,5.8e-21,3.59e-19,"chr10_69567906_69569760"
"chr7",3246188,3246836,649,"*",6.41,1.35,7.39,-6.04,5.81e-21,3.59e-19,"chr7_3246188_3246836"
"chr2",43126912,43127867,956,"*",6.73,7.54,4.75,2.79,5.85e-21,3.61e-19,"chr2_43126912_43127867"
"chr1",6238774,6239736,963,"*",6.62,7.46,4.38,3.08,5.85e-21,3.62e-19,"chr1_6238774_6239736"
"chr2",219447967,219449410,1444,"*",6.87,7.66,4.98,2.68,5.92e-21,3.65e-19,"chr2_219447967_219449410"
"chr8",34906535,34907760,1226,"*",6.53,7.4,3.95,3.45,5.94e-21,3.66e-19,"chr8_34906535_34907760"
"chr7",69398985,69399789,805,"*",6.81,7.6,4.92,2.68,5.99e-21,3.7e-19,"chr7_69398985_69399789"
"chr5",155270569,155271796,1228,"*",7.2,5.59,7.94,-2.35,6.08e-21,3.75e-19,"chr5_155270569_155271796"
"chr9",19153852,19154655,804,"*",6.15,2.8,7.08,-4.28,6.08e-21,3.75e-19,"chr9_19153852_19154655"
"chr12",54997812,54998700,889,"*",6.21,7.16,2.14,5.02,6.18e-21,3.81e-19,"chr12_54997812_54998700"
"chr19",35247615,35249414,1800,"*",9.3,9.74,8.66,1.07,6.19e-21,3.81e-19,"chr19_35247615_35249414"
"chr8",38644453,38645276,824,"*",6.46,3.9,7.33,-3.43,6.2e-21,3.82e-19,"chr8_38644453_38645276"
"chr11",43746886,43747908,1023,"*",6.29,1.54,7.26,-5.72,6.2e-21,3.82e-19,"chr11_43746886_43747908"
"chr1",201719684,201722015,2332,"*",8.27,7.36,8.83,-1.47,6.21e-21,3.82e-19,"chr1_201719684_201722015"
"chr19",1081512,1083058,1547,"*",8,8.61,6.91,1.7,6.23e-21,3.83e-19,"chr19_1081512_1083058"
"chr2",129709252,129711117,1866,"*",6.3,7.19,3.52,3.68,6.25e-21,3.84e-19,"chr2_129709252_129711117"
"chr10",82251158,82252034,877,"*",6.2,7.13,2.79,4.34,6.26e-21,3.85e-19,"chr10_82251158_82252034"
"chr20",45764673,45766289,1617,"*",6.35,7.23,3.73,3.5,6.27e-21,3.85e-19,"chr20_45764673_45766289"
"chr15",66700791,66703161,2371,"*",9.79,9.28,10.17,-0.88,6.31e-21,3.87e-19,"chr15_66700791_66703161"
"chr13",60583439,60585579,2141,"*",7.19,7.92,5.64,2.28,6.31e-21,3.88e-19,"chr13_60583439_60585579"
"chr4",98630563,98631813,1251,"*",6.44,3.99,7.3,-3.32,6.33e-21,3.88e-19,"chr4_98630563_98631813"
"chr11",70140891,70142775,1885,"*",7.41,8.13,5.94,2.19,6.35e-21,3.9e-19,"chr11_70140891_70142775"
"chr1",101842688,101843702,1015,"*",6.25,7.2,2.26,4.94,6.4e-21,3.92e-19,"chr1_101842688_101843702"
"chr5",18651962,18653539,1578,"*",6.26,7.18,3.01,4.17,6.4e-21,3.93e-19,"chr5_18651962_18653539"
"chr3",7999415,7999948,534,"*",6.29,7.18,3.45,3.73,6.49e-21,3.98e-19,"chr3_7999415_7999948"
"chr2",187519433,187520488,1056,"*",6.29,7.2,3.15,4.06,6.59e-21,4.04e-19,"chr2_187519433_187520488"
"chr13",66224477,66225458,982,"*",7.29,8.02,5.75,2.27,6.59e-21,4.04e-19,"chr13_66224477_66225458"
"chr7",47371571,47372501,931,"*",6.35,7.23,3.69,3.54,6.63e-21,4.06e-19,"chr7_47371571_47372501"
"chr6",15021610,15023055,1446,"*",6.53,7.38,4.19,3.19,6.65e-21,4.07e-19,"chr6_15021610_15023055"
"chr5",158957631,158958758,1128,"*",6.26,7.17,3.25,3.92,6.7e-21,4.1e-19,"chr5_158957631_158958758"
"chr2",231015417,231016350,934,"*",6.32,7.21,3.59,3.63,6.7e-21,4.1e-19,"chr2_231015417_231016350"
"chr7",47045250,47046698,1449,"*",6.38,3.76,7.25,-3.5,6.73e-21,4.12e-19,"chr7_47045250_47046698"
"chr6",150554322,150555167,846,"*",6.17,1.98,7.13,-5.15,6.79e-21,4.15e-19,"chr6_150554322_150555167"
"chr11",47160839,47162061,1223,"*",7.94,8.55,6.86,1.69,6.81e-21,4.16e-19,"chr11_47160839_47162061"
"chr4",121749058,121749709,652,"*",6.38,7.26,3.75,3.51,6.9e-21,4.22e-19,"chr4_121749058_121749709"
"chr2",206328749,206329775,1027,"*",6.43,7.3,3.93,3.37,6.99e-21,4.27e-19,"chr2_206328749_206329775"
"chr3",109316166,109316894,729,"*",6.62,7.46,4.42,3.04,7.05e-21,4.3e-19,"chr3_109316166_109316894"
"chr9",37251404,37251950,547,"*",6.67,7.49,4.62,2.87,7.11e-21,4.34e-19,"chr9_37251404_37251950"
"chr4",68732858,68733512,655,"*",6.18,3.1,7.09,-3.99,7.13e-21,4.35e-19,"chr4_68732858_68733512"
"chr22",37971347,37972474,1128,"*",6.76,7.58,4.71,2.87,7.15e-21,4.36e-19,"chr22_37971347_37972474"
"chr4",112648352,112649159,808,"*",6.46,7.43,1.45,5.98,7.15e-21,4.36e-19,"chr4_112648352_112649159"
"chr5",81358873,81359741,869,"*",7,7.76,5.31,2.45,7.3e-21,4.45e-19,"chr5_81358873_81359741"
"chr3",186107733,186110433,2701,"*",9.96,9.48,10.33,-0.85,7.33e-21,4.46e-19,"chr3_186107733_186110433"
"chr5",1514088,1516608,2521,"*",8.02,8.63,6.93,1.7,7.34e-21,4.47e-19,"chr5_1514088_1516608"
"chr15",66067446,66068121,676,"*",6.25,7.16,3.28,3.87,7.35e-21,4.47e-19,"chr15_66067446_66068121"
"chr4",139159019,139160206,1188,"*",6.9,7.7,5,2.69,7.44e-21,4.52e-19,"chr4_139159019_139160206"
"chr14",49580069,49581972,1904,"*",6.43,7.3,3.95,3.34,7.58e-21,4.61e-19,"chr14_49580069_49581972"
"chr3",57974712,57975432,721,"*",6.79,4.92,7.58,-2.66,7.59e-21,4.62e-19,"chr3_57974712_57975432"
"chr2",136030407,136031311,905,"*",6.23,1.56,7.2,-5.64,7.76e-21,4.72e-19,"chr2_136030407_136031311"
"chr8",22985113,22986013,901,"*",6.11,2.45,7.05,-4.61,7.86e-21,4.77e-19,"chr8_22985113_22986013"
"chr9",94827561,94828207,647,"*",6.58,4.18,7.44,-3.26,7.86e-21,4.77e-19,"chr9_94827561_94828207"
"chr12",66969839,66970974,1136,"*",6.3,3.45,7.19,-3.75,7.89e-21,4.79e-19,"chr12_66969839_66970974"
"chr10",76250807,76252563,1757,"*",6.27,3.26,7.17,-3.91,7.96e-21,4.83e-19,"chr10_76250807_76252563"
"chr3",63328281,63328801,521,"*",6.15,2.15,7.1,-4.95,8.05e-21,4.88e-19,"chr3_63328281_63328801"
"chr15",64809840,64811386,1547,"*",8.05,8.64,7.02,1.62,8.08e-21,4.9e-19,"chr15_64809840_64811386"
"chr2",88537504,88538782,1279,"*",7.09,7.83,5.5,2.33,8.25e-21,5e-19,"chr2_88537504_88538782"
"chr7",29883563,29884926,1364,"*",7.13,7.91,5.3,2.62,8.38e-21,5.08e-19,"chr7_29883563_29884926"
"chr19",31821321,31821890,570,"*",6.35,3.82,7.22,-3.41,8.4e-21,5.09e-19,"chr19_31821321_31821890"
"chr14",94396814,94398514,1701,"*",6.47,7.32,4.09,3.23,8.52e-21,5.16e-19,"chr14_94396814_94398514"
"chr21",36096758,36098193,1436,"*",6.52,7.36,4.25,3.11,8.58e-21,5.19e-19,"chr21_36096758_36098193"
"chr9",127926950,127928416,1467,"*",7.8,8.43,6.66,1.77,8.83e-21,5.34e-19,"chr9_127926950_127928416"
"chr5",81971320,81972580,1261,"*",9.64,9.08,10.04,-0.96,8.85e-21,5.35e-19,"chr5_81971320_81972580"
"chr5",139700988,139701736,749,"*",7.11,7.86,5.46,2.4,8.89e-21,5.37e-19,"chr5_139700988_139701736"
"chr2",134917772,134919454,1683,"*",9.78,9.22,10.19,-0.96,8.92e-21,5.39e-19,"chr2_134917772_134919454"
"chrX",39064958,39066183,1226,"*",6.43,7.3,3.89,3.4,9.02e-21,5.45e-19,"chrX_39064958_39066183"
"chr15",41944152,41944792,641,"*",6.16,2.9,7.09,-4.19,9.04e-21,5.46e-19,"chr15_41944152_41944792"
"chr2",96977603,96978348,746,"*",6.43,4.01,7.29,-3.27,9.06e-21,5.47e-19,"chr2_96977603_96978348"
"chr15",75180466,75181382,917,"*",6.93,5.17,7.7,-2.54,9.37e-21,5.65e-19,"chr15_75180466_75181382"
"chr19",49148868,49150825,1958,"*",9.63,9.08,10.03,-0.96,9.37e-21,5.65e-19,"chr19_49148868_49150825"
"chr5",180330779,180332431,1653,"*",8.69,7.92,9.19,-1.27,9.41e-21,5.68e-19,"chr5_180330779_180332431"
"chr3",27310887,27312442,1556,"*",7.48,6.19,8.15,-1.96,9.44e-21,5.69e-19,"chr3_27310887_27312442"
"chr7",150401614,150402880,1267,"*",6.88,7.65,5.1,2.55,9.48e-21,5.71e-19,"chr7_150401614_150402880"
"chr2",88024387,88024999,613,"*",6.19,7.1,2.99,4.12,9.5e-21,5.72e-19,"chr2_88024387_88024999"
"chr2",113240497,113241334,838,"*",6.33,3.69,7.21,-3.52,9.63e-21,5.8e-19,"chr2_113240497_113241334"
"chr1",160046434,160047423,990,"*",7.04,7.79,5.41,2.38,9.68e-21,5.83e-19,"chr1_160046434_160047423"
"chr7",67462634,67463464,831,"*",6.12,2.41,7.07,-4.66,9.95e-21,5.99e-19,"chr7_67462634_67463464"
"chr13",49858051,49858942,892,"*",6.27,1.61,7.24,-5.63,1e-20,6.04e-19,"chr13_49858051_49858942"
"chr8",98973527,98974820,1294,"*",6.33,7.22,3.54,3.68,1.02e-20,6.13e-19,"chr8_98973527_98974820"
"chr8",4715712,4716397,686,"*",6.46,7.32,4.03,3.29,1.02e-20,6.16e-19,"chr8_4715712_4716397"
"chr11",60879803,60880432,630,"*",6.21,3.19,7.11,-3.93,1.04e-20,6.24e-19,"chr11_60879803_60880432"
"chr1",160665342,160666265,924,"*",6.45,7.31,4.06,3.25,1.04e-20,6.26e-19,"chr1_160665342_160666265"
"chr16",11133277,11133966,690,"*",6.2,3.05,7.11,-4.06,1.05e-20,6.3e-19,"chr16_11133277_11133966"
"chr2",44801224,44803244,2021,"*",7.46,8.14,6.15,1.99,1.05e-20,6.33e-19,"chr2_44801224_44803244"
"chr6",125834545,125835880,1336,"*",6.28,3.37,7.19,-3.81,1.06e-20,6.39e-19,"chr6_125834545_125835880"
"chr3",48015871,48016826,956,"*",6.17,3.12,7.08,-3.96,1.07e-20,6.39e-19,"chr3_48015871_48016826"
"chr12",124433463,124435815,2353,"*",7.33,8.02,5.92,2.1,1.07e-20,6.42e-19,"chr12_124433463_124435815"
"chr13",24368630,24369368,739,"*",6.16,1.85,7.12,-5.27,1.08e-20,6.5e-19,"chr13_24368630_24369368"
"chr13",43986086,43987027,942,"*",6.29,2.93,7.22,-4.3,1.08e-20,6.5e-19,"chr13_43986086_43987027"
"chr1",90761238,90762452,1215,"*",7.06,7.8,5.45,2.35,1.1e-20,6.58e-19,"chr1_90761238_90762452"
"chr12",52924534,52926513,1980,"*",8.42,7.56,8.95,-1.39,1.1e-20,6.59e-19,"chr12_52924534_52926513"
"chr17",17681154,17683838,2685,"*",8.62,7.7,9.18,-1.48,1.11e-20,6.63e-19,"chr17_17681154_17683838"
"chr1",56435792,56437718,1927,"*",8.03,8.62,7.01,1.61,1.11e-20,6.65e-19,"chr1_56435792_56437718"
"chr2",27441828,27443250,1423,"*",7.72,8.35,6.55,1.8,1.12e-20,6.68e-19,"chr2_27441828_27443250"
"chr14",56797313,56799324,2012,"*",7.41,8.1,6.04,2.06,1.12e-20,6.69e-19,"chr14_56797313_56799324"
"chr9",113511868,113512560,693,"*",6.21,3.16,7.12,-3.95,1.13e-20,6.75e-19,"chr9_113511868_113512560"
"chr20",20362870,20364853,1984,"*",7.42,8.14,5.91,2.23,1.13e-20,6.77e-19,"chr20_20362870_20364853"
"chr10",95195349,95196454,1106,"*",6.44,7.3,4.01,3.29,1.14e-20,6.8e-19,"chr10_95195349_95196454"
"chr22",27416277,27417657,1381,"*",6.79,7.58,4.87,2.71,1.14e-20,6.83e-19,"chr22_27416277_27417657"
"chr19",52716078,52717099,1022,"*",6.71,7.53,4.56,2.97,1.15e-20,6.85e-19,"chr19_52716078_52717099"
"chr17",29031616,29033210,1595,"*",6.66,7.47,4.59,2.88,1.15e-20,6.86e-19,"chr17_29031616_29033210"
"chr12",61757993,61759148,1156,"*",6.15,2.67,7.08,-4.42,1.16e-20,6.9e-19,"chr12_61757993_61759148"
"chr1",48500155,48501331,1177,"*",6.3,7.2,3.4,3.79,1.16e-20,6.91e-19,"chr1_48500155_48501331"
"chr11",58435300,58436083,784,"*",6.22,1.83,7.18,-5.36,1.19e-20,7.08e-19,"chr11_58435300_58436083"
"chr18",415898,416663,766,"*",6.26,1.54,7.23,-5.69,1.19e-20,7.08e-19,"chr18_415898_416663"
"chr14",28767771,28768574,804,"*",6.41,7.27,3.95,3.32,1.19e-20,7.09e-19,"chr14_28767771_28768574"
"chrX",317841,319403,1563,"*",10.25,9.7,10.64,-0.94,1.21e-20,7.18e-19,"chrX_317841_319403"
"chr3",29065281,29065946,666,"*",6.6,4.5,7.41,-2.91,1.21e-20,7.22e-19,"chr3_29065281_29065946"
"chr5",80257281,80258222,942,"*",7.72,8.36,6.51,1.86,1.22e-20,7.24e-19,"chr5_80257281_80258222"
"chr11",20027037,20027954,918,"*",7.82,8.44,6.71,1.73,1.22e-20,7.27e-19,"chr11_20027037_20027954"
"chr17",21041985,21044110,2126,"*",10.25,9.81,10.58,-0.77,1.23e-20,7.29e-19,"chr17_21041985_21044110"
"chr8",48656795,48657665,871,"*",6.12,2.42,7.07,-4.65,1.24e-20,7.36e-19,"chr8_48656795_48657665"
"chr12",113470696,113472952,2257,"*",7.1,7.84,5.47,2.37,1.25e-20,7.43e-19,"chr12_113470696_113472952"
"chr1",195847917,195848780,864,"*",6.66,7.5,4.44,3.06,1.26e-20,7.49e-19,"chr1_195847917_195848780"
"chr14",20652951,20654046,1096,"*",7.7,8.36,6.48,1.88,1.28e-20,7.61e-19,"chr14_20652951_20654046"
"chr17",76968663,76970114,1452,"*",8.42,8.96,7.54,1.42,1.29e-20,7.66e-19,"chr17_76968663_76970114"
"chr4",156606612,156607830,1219,"*",6.1,2.54,7.03,-4.5,1.29e-20,7.66e-19,"chr4_156606612_156607830"
"chr17",38563126,38564515,1390,"*",7.57,8.23,6.33,1.9,1.31e-20,7.77e-19,"chr17_38563126_38564515"
"chr2",105177538,105178330,793,"*",6.53,7.39,4.07,3.32,1.31e-20,7.79e-19,"chr2_105177538_105178330"
"chr8",100968927,100969591,665,"*",6.16,2.81,7.09,-4.28,1.33e-20,7.86e-19,"chr8_100968927_100969591"
"chr16",73036011,73038304,2294,"*",8.32,7.4,8.88,-1.48,1.33e-20,7.87e-19,"chr16_73036011_73038304"
"chr1",155320747,155321188,442,"*",6.58,7.41,4.39,3.02,1.33e-20,7.89e-19,"chr1_155320747_155321188"
"chr6",157517626,157519055,1430,"*",6.36,7.23,3.82,3.41,1.35e-20,7.97e-19,"chr6_157517626_157519055"
"chr15",88998730,88999871,1142,"*",6.26,7.16,3.35,3.81,1.36e-20,8.07e-19,"chr15_88998730_88999871"
"chr10",42951257,42952970,1714,"*",7.76,8.39,6.62,1.77,1.37e-20,8.09e-19,"chr10_42951257_42952970"
"chr8",64376600,64378608,2009,"*",7.24,7.95,5.77,2.18,1.37e-20,8.12e-19,"chr8_64376600_64378608"
"chr2",10546842,10549040,2199,"*",7.31,8.03,5.83,2.2,1.39e-20,8.21e-19,"chr2_10546842_10549040"
"chr11",132405712,132406285,574,"*",6.16,7.09,2.73,4.36,1.42e-20,8.37e-19,"chr11_132405712_132406285"
"chr1",3313017,3314113,1097,"*",7.91,6.84,8.51,-1.67,1.42e-20,8.41e-19,"chr1_3313017_3314113"
"chr3",153350196,153350889,694,"*",6.15,2.82,7.07,-4.25,1.43e-20,8.47e-19,"chr3_153350196_153350889"
"chr6",167441575,167443088,1514,"*",7.18,7.9,5.67,2.22,1.44e-20,8.49e-19,"chr6_167441575_167443088"
"chr18",74280986,74282884,1899,"*",6.9,7.67,5.14,2.53,1.44e-20,8.5e-19,"chr18_74280986_74282884"
"chr7",33979415,33980430,1016,"*",6.5,4.26,7.34,-3.08,1.44e-20,8.5e-19,"chr7_33979415_33980430"
"chr3",137767753,137769242,1490,"*",7.4,8.09,6.04,2.06,1.45e-20,8.55e-19,"chr3_137767753_137769242"
"chr3",49868748,49870413,1666,"*",7.42,8.12,6.01,2.12,1.46e-20,8.59e-19,"chr3_49868748_49870413"
"chr9",134551639,134552424,786,"*",6.13,2.73,7.06,-4.32,1.46e-20,8.6e-19,"chr9_134551639_134552424"
"chr4",92519851,92520949,1099,"*",6.49,7.34,4.15,3.19,1.46e-20,8.61e-19,"chr4_92519851_92520949"
"chr12",15919463,15920582,1120,"*",6.38,3.81,7.25,-3.44,1.47e-20,8.67e-19,"chr12_15919463_15920582"
"chr17",2723498,2725292,1795,"*",7.63,8.29,6.38,1.91,1.47e-20,8.67e-19,"chr17_2723498_2725292"
"chr6",46733922,46735826,1905,"*",7.63,8.28,6.42,1.86,1.49e-20,8.8e-19,"chr6_46733922_46735826"
"chr7",33805902,33807260,1359,"*",6.62,4.51,7.45,-2.94,1.51e-20,8.88e-19,"chr7_33805902_33807260"
"chrX",791046,792007,962,"*",6.22,7.13,3.28,3.85,1.53e-20,9.01e-19,"chrX_791046_792007"
"chr4",151489076,151490135,1060,"*",6.23,7.14,3.15,3.99,1.53e-20,9.01e-19,"chr4_151489076_151490135"
"chr3",11618919,11619845,927,"*",6.88,5.07,7.66,-2.58,1.54e-20,9.03e-19,"chr3_11618919_11619845"
"chr10",95268349,95269260,912,"*",7.14,5.63,7.87,-2.23,1.54e-20,9.03e-19,"chr10_95268349_95269260"
"chr7",51080621,51081685,1065,"*",6.59,7.43,4.42,3.01,1.54e-20,9.05e-19,"chr7_51080621_51081685"
"chr13",94188154,94189057,904,"*",6.22,7.16,2.63,4.54,1.55e-20,9.09e-19,"chr13_94188154_94189057"
"chr17",65774349,65775613,1265,"*",7.22,5.78,7.93,-2.16,1.58e-20,9.27e-19,"chr17_65774349_65775613"
"chr21",44338338,44339680,1343,"*",9.09,8.42,9.54,-1.12,1.59e-20,9.31e-19,"chr21_44338338_44339680"
"chr8",128176424,128177434,1011,"*",6.25,3.4,7.15,-3.75,1.61e-20,9.43e-19,"chr8_128176424_128177434"
"chr2",191677422,191679293,1872,"*",9.01,8.33,9.46,-1.13,1.63e-20,9.55e-19,"chr2_191677422_191679293"
"chr2",212540076,212540723,648,"*",6.28,1.38,7.25,-5.88,1.63e-20,9.55e-19,"chr2_212540076_212540723"
"chr12",120668362,120669822,1461,"*",7.09,7.83,5.5,2.34,1.63e-20,9.55e-19,"chr12_120668362_120669822"
"chr6",29624479,29625169,691,"*",6.22,7.13,3.15,3.98,1.64e-20,9.6e-19,"chr6_29624479_29625169"
"chr3",48594490,48597447,2958,"*",8.19,8.77,7.23,1.54,1.65e-20,9.69e-19,"chr3_48594490_48597447"
"chr14",35964684,35965716,1033,"*",6.09,2.5,7.03,-4.53,1.68e-20,9.81e-19,"chr14_35964684_35965716"
"chr11",13942880,13943585,706,"*",6.2,3.24,7.11,-3.86,1.68e-20,9.84e-19,"chr11_13942880_13943585"
"chr18",26057324,26057818,495,"*",6.78,0.63,7.77,-7.13,1.69e-20,9.87e-19,"chr18_26057324_26057818"
"chr3",147613793,147614575,783,"*",6.24,1.54,7.21,-5.68,1.69e-20,9.87e-19,"chr3_147613793_147614575"
"chr19",49641713,49642667,955,"*",9.25,8.63,9.69,-1.05,1.71e-20,1e-18,"chr19_49641713_49642667"
"chr2",231410395,231411339,945,"*",6.36,7.25,3.48,3.77,1.72e-20,1.01e-18,"chr2_231410395_231411339"
"chr1",32724544,32725726,1183,"*",7.81,8.46,6.6,1.86,1.73e-20,1.01e-18,"chr1_32724544_32725726"
"chr2",210170187,210172200,2014,"*",9.44,8.85,9.85,-1,1.74e-20,1.02e-18,"chr2_210170187_210172200"
"chr5",67805757,67806901,1145,"*",6.38,7.24,3.9,3.35,1.74e-20,1.02e-18,"chr5_67805757_67806901"
"chr20",32612487,32613216,730,"*",6.28,3.66,7.16,-3.5,1.75e-20,1.02e-18,"chr20_32612487_32613216"
"chr6",47242146,47242990,845,"*",6.39,3.96,7.24,-3.29,1.77e-20,1.03e-18,"chr6_47242146_47242990"
"chr8",52254383,52255348,966,"*",6.36,7.23,3.81,3.42,1.81e-20,1.05e-18,"chr8_52254383_52255348"
"chrX",2351904,2352762,859,"*",6.33,3.84,7.2,-3.36,1.81e-20,1.06e-18,"chrX_2351904_2352762"
"chr1",156419820,156423005,3186,"*",7.98,8.57,6.96,1.62,1.83e-20,1.06e-18,"chr1_156419820_156423005"
"chr16",4298926,4299821,896,"*",7.43,6.1,8.11,-2.01,1.83e-20,1.06e-18,"chr16_4298926_4299821"
"chr6",56246586,56247956,1371,"*",7.73,8.38,6.48,1.9,1.83e-20,1.07e-18,"chr6_56246586_56247956"
"chr18",10062053,10062820,768,"*",6.28,3.64,7.16,-3.52,1.84e-20,1.07e-18,"chr18_10062053_10062820"
