"seqnames","start","end","width","strand","Conc","Conc_group1","Conc_group2","Fold","p.value","FDR","PeakID"
"chr9",87372367,87372846,480,"*",6.25,7.09,3.96,3.13,4.91e-17,6.67e-15,"chr9_87372367_87372846"
"chr10",1941105,1941623,519,"*",5.84,6.78,2.31,4.47,4.98e-17,6.76e-15,"chr10_1941105_1941623"
"chr8",91844586,91845140,555,"*",5.93,6.91,0.63,6.28,5.02e-17,6.81e-15,"chr8_91844586_91845140"
"chr5",38707505,38708075,571,"*",7.47,8.15,6.15,2,5.1e-17,6.91e-15,"chr5_38707505_38708075"
"chr9",108743765,108744345,581,"*",6.4,3.68,7.28,-3.6,5.11e-17,6.92e-15,"chr9_108743765_108744345"
"chr16",71426154,71426842,689,"*",7.57,6.28,8.23,-1.96,5.13e-17,6.94e-15,"chr16_71426154_71426842"
"chr20",57168140,57168625,486,"*",6.17,3.14,7.07,-3.94,5.26e-17,7.11e-15,"chr20_57168140_57168625"
"chr1",93635997,93636539,543,"*",6.07,2.3,7.02,-4.71,5.26e-17,7.11e-15,"chr1_93635997_93636539"
"chr1",22861820,22862485,666,"*",6.67,7.46,4.84,2.62,5.3e-17,7.16e-15,"chr1_22861820_22862485"
"chr1",112537233,112537767,535,"*",5.76,6.72,1.66,5.06,5.34e-17,7.21e-15,"chr1_112537233_112537767"
"chr9",132802252,132802688,437,"*",6.1,6.97,3.5,3.48,5.45e-17,7.36e-15,"chr9_132802252_132802688"
"chr11",66007323,66007914,592,"*",6.3,7.16,3.9,3.25,5.5e-17,7.41e-15,"chr11_66007323_66007914"
"chr1",93827769,93828541,773,"*",6.54,7.34,4.6,2.73,5.51e-17,7.42e-15,"chr1_93827769_93828541"
"chr14",35760496,35760987,492,"*",5.77,6.72,1.85,4.87,5.51e-17,7.42e-15,"chr14_35760496_35760987"
"chr1",186225212,186225625,414,"*",5.8,6.77,1.19,5.57,5.58e-17,7.51e-15,"chr1_186225212_186225625"
"chr16",3182616,3183642,1027,"*",6.76,4.91,7.54,-2.64,5.59e-17,7.52e-15,"chr16_3182616_3183642"
"chr4",88017761,88018303,543,"*",5.84,6.77,2.31,4.46,5.62e-17,7.55e-15,"chr4_88017761_88018303"
"chr12",45268728,45269498,771,"*",8.09,8.71,6.96,1.76,5.66e-17,7.61e-15,"chr12_45268728_45269498"
"chr10",121096880,121097565,686,"*",8.33,8.91,7.34,1.57,5.77e-17,7.75e-15,"chr10_121096880_121097565"
"chr15",95845922,95846430,509,"*",6.06,2.44,7,-4.56,5.89e-17,7.91e-15,"chr15_95845922_95846430"
"chr6",31920845,31921293,449,"*",5.81,6.75,2.3,4.44,5.92e-17,7.93e-15,"chr6_31920845_31921293"
"chr15",78916524,78917311,788,"*",5.8,6.74,2.07,4.68,6.06e-17,8.12e-15,"chr15_78916524_78917311"
"chr20",36179574,36180090,517,"*",6.08,2.15,7.03,-4.89,6.09e-17,8.15e-15,"chr20_36179574_36180090"
"chr20",49575443,49575942,500,"*",5.86,6.78,2.68,4.1,6.11e-17,8.17e-15,"chr20_49575443_49575942"
"chr11",110972649,110973147,499,"*",6.05,6.93,3.32,3.62,6.3e-17,8.43e-15,"chr11_110972649_110973147"
"chr7",88758828,88759771,944,"*",6.58,4.47,7.4,-2.93,6.46e-17,8.64e-15,"chr7_88758828_88759771"
"chr17",78257799,78258376,578,"*",7.02,7.74,5.51,2.23,6.47e-17,8.65e-15,"chr17_78257799_78258376"
"chr3",123773716,123774256,541,"*",6.47,4.22,7.31,-3.09,6.51e-17,8.69e-15,"chr3_123773716_123774256"
"chr9",131096076,131097073,998,"*",7.23,5.76,7.95,-2.19,6.53e-17,8.71e-15,"chr9_131096076_131097073"
"chr4",11635355,11635808,454,"*",5.88,6.81,2.47,4.34,6.62e-17,8.82e-15,"chr4_11635355_11635808"
"chr1",178470427,178470955,529,"*",6.71,7.51,4.72,2.8,6.62e-17,8.82e-15,"chr1_178470427_178470955"
"chr7",151550725,151551133,409,"*",6.35,7.21,3.87,3.35,6.7e-17,8.93e-15,"chr7_151550725_151551133"
"chr7",28986664,28987132,469,"*",5.73,6.69,1.41,5.29,6.73e-17,8.96e-15,"chr7_28986664_28987132"
"chr13",32225394,32226027,634,"*",7.09,7.82,5.55,2.27,6.86e-17,9.13e-15,"chr13_32225394_32226027"
"chr9",88990775,88991728,954,"*",7.15,5.57,7.89,-2.32,6.99e-17,9.29e-15,"chr9_88990775_88991728"
"chr1",239816153,239816841,689,"*",7.82,8.46,6.61,1.85,7.02e-17,9.33e-15,"chr1_239816153_239816841"
"chr11",20912101,20912676,576,"*",6.04,6.94,3.14,3.8,7.04e-17,9.35e-15,"chr11_20912101_20912676"
"chr11",63470276,63470818,543,"*",5.81,6.78,0.89,5.9,7.05e-17,9.36e-15,"chr11_63470276_63470818"
"chr6",6699819,6700486,668,"*",7.01,7.79,5.17,2.62,7.09e-17,9.4e-15,"chr6_6699819_6700486"
"chr1",162656219,162656697,479,"*",5.72,6.68,1.37,5.31,7.13e-17,9.45e-15,"chr1_162656219_162656697"
"chr12",29333241,29333779,539,"*",5.73,6.68,1.73,4.95,7.15e-17,9.47e-15,"chr12_29333241_29333779"
"chr8",30831915,30832470,556,"*",5.9,6.82,2.61,4.21,7.24e-17,9.58e-15,"chr8_30831915_30832470"
"chr5",132358016,132358515,500,"*",5.77,6.73,1.67,5.07,7.24e-17,9.58e-15,"chr5_132358016_132358515"
"chr6",27866158,27867106,949,"*",6.48,4.26,7.32,-3.06,7.27e-17,9.62e-15,"chr6_27866158_27867106"
"chr3",172710602,172711302,701,"*",7.16,5.65,7.88,-2.23,7.34e-17,9.7e-15,"chr3_172710602_172711302"
"chr17",50062442,50062842,401,"*",5.83,6.75,2.6,4.16,7.39e-17,9.76e-15,"chr17_50062442_50062842"
"chr4",55074284,55074810,527,"*",7.12,7.84,5.65,2.19,7.39e-17,9.76e-15,"chr4_55074284_55074810"
"chr4",101762287,101762891,605,"*",6.45,7.31,4.01,3.3,7.46e-17,9.85e-15,"chr4_101762287_101762891"
"chr8",69832622,69833335,714,"*",6.15,3.05,7.06,-4.01,7.48e-17,9.87e-15,"chr8_69832622_69833335"
"chr14",71582959,71583563,605,"*",5.74,6.7,1.48,5.22,7.52e-17,9.91e-15,"chr14_71582959_71583563"
"chr18",49619050,49619838,789,"*",6.06,2.68,6.99,-4.31,7.53e-17,9.91e-15,"chr18_49619050_49619838"
"chr15",66834881,66835427,547,"*",7.16,5.59,7.89,-2.31,7.56e-17,9.95e-15,"chr15_66834881_66835427"
"chr17",57481876,57482382,507,"*",7.21,7.95,5.61,2.34,7.58e-17,9.97e-15,"chr17_57481876_57482382"
"chr12",3491289,3492492,1204,"*",6.83,5.06,7.6,-2.54,7.66e-17,1.01e-14,"chr12_3491289_3492492"
"chr12",43636864,43637310,447,"*",6.05,7.04,0.48,6.56,7.67e-17,1.01e-14,"chr12_43636864_43637310"
"chr10",114648308,114648764,457,"*",6,6.88,3.34,3.55,7.69e-17,1.01e-14,"chr10_114648308_114648764"
"chr5",10484838,10485702,865,"*",7.8,8.42,6.68,1.74,7.78e-17,1.02e-14,"chr5_10484838_10485702"
"chr1",61887602,61888217,616,"*",6.05,6.93,3.42,3.51,7.87e-17,1.03e-14,"chr1_61887602_61888217"
"chr2",231680624,231681477,854,"*",8.07,7.01,8.67,-1.66,7.89e-17,1.03e-14,"chr2_231680624_231681477"
"chr4",186625002,186625415,414,"*",6.35,7.18,4.19,3,8.01e-17,1.05e-14,"chr4_186625002_186625415"
"chr3",30511544,30512010,467,"*",5.87,6.78,2.87,3.91,8.06e-17,1.05e-14,"chr3_30511544_30512010"
"chr6",106974336,106975236,901,"*",6.64,4.65,7.45,-2.8,8.07e-17,1.06e-14,"chr6_106974336_106975236"
"chr20",59397309,59397788,480,"*",5.86,6.77,2.81,3.96,8.13e-17,1.06e-14,"chr20_59397309_59397788"
"chr4",15455194,15455607,414,"*",6,6.88,3.29,3.59,8.15e-17,1.07e-14,"chr4_15455194_15455607"
"chr18",44589742,44590160,419,"*",5.75,6.71,1.45,5.26,8.19e-17,1.07e-14,"chr18_44589742_44590160"
"chr9",127318720,127319804,1085,"*",6.14,7.02,3.46,3.57,8.2e-17,1.07e-14,"chr9_127318720_127319804"
"chr3",48268821,48269555,735,"*",5.82,6.74,2.56,4.18,8.27e-17,1.08e-14,"chr3_48268821_48269555"
"chr4",93828167,93829399,1233,"*",6.56,4.47,7.38,-2.91,8.35e-17,1.09e-14,"chr4_93828167_93829399"
"chr12",107027537,107028016,480,"*",5.92,6.82,2.9,3.93,8.49e-17,1.11e-14,"chr12_107027537_107028016"
"chr8",40099486,40100208,723,"*",5.7,6.65,1.79,4.86,8.65e-17,1.13e-14,"chr8_40099486_40100208"
"chr7",92177408,92177826,419,"*",5.68,6.63,1.73,4.91,8.77e-17,1.14e-14,"chr7_92177408_92177826"
"chr22",30235312,30236167,856,"*",8.21,8.81,7.18,1.64,8.89e-17,1.16e-14,"chr22_30235312_30236167"
"chr17",31788078,31788793,716,"*",7.36,8.05,6.01,2.04,8.93e-17,1.16e-14,"chr17_31788078_31788793"
"chr22",24952336,24953129,794,"*",7.99,6.92,8.6,-1.68,9.02e-17,1.17e-14,"chr22_24952336_24953129"
"chr2",231153029,231153512,484,"*",5.87,6.85,0.7,6.15,9.02e-17,1.17e-14,"chr2_231153029_231153512"
"chr16",14135514,14136009,496,"*",5.95,6.84,3.18,3.66,9.25e-17,1.2e-14,"chr16_14135514_14136009"
"chr5",78628131,78628792,662,"*",6.17,3.3,7.06,-3.77,9.33e-17,1.21e-14,"chr5_78628131_78628792"
"chr3",112084907,112085333,427,"*",7.59,8.23,6.4,1.83,9.33e-17,1.21e-14,"chr3_112084907_112085333"
"chr11",57303995,57304550,556,"*",5.86,6.78,2.68,4.1,9.37e-17,1.21e-14,"chr11_57303995_57304550"
"chr6",151446228,151446669,442,"*",6.62,7.42,4.67,2.76,9.51e-17,1.23e-14,"chr6_151446228_151446669"
"chr10",75404888,75405595,708,"*",7.19,5.72,7.9,-2.19,9.7e-17,1.25e-14,"chr10_75404888_75405595"
"chr8",125968758,125969227,470,"*",5.69,6.65,1.56,5.09,9.7e-17,1.25e-14,"chr8_125968758_125969227"
"chr12",43333184,43333843,660,"*",6.18,7.04,3.84,3.2,9.87e-17,1.28e-14,"chr12_43333184_43333843"
"chr6",150857136,150857886,751,"*",6.52,7.33,4.53,2.8,1e-16,1.3e-14,"chr6_150857136_150857886"
"chr10",63514942,63515599,658,"*",6.27,3.67,7.14,-3.47,1.01e-16,1.3e-14,"chr10_63514942_63515599"
"chr12",102957609,102958781,1173,"*",6.67,4.73,7.47,-2.73,1.02e-16,1.31e-14,"chr12_102957609_102958781"
"chr15",60379574,60380107,534,"*",6.76,7.52,5.01,2.51,1.02e-16,1.32e-14,"chr15_60379574_60380107"
"chr17",71828171,71828648,478,"*",6.04,2.43,6.98,-4.55,1.03e-16,1.32e-14,"chr17_71828171_71828648"
"chr12",47383779,47384271,493,"*",6.12,6.98,3.69,3.29,1.03e-16,1.33e-14,"chr12_47383779_47384271"
"chr7",97021264,97021894,631,"*",6.13,1.77,7.1,-5.32,1.05e-16,1.35e-14,"chr7_97021264_97021894"
"chr10",70377957,70378476,520,"*",5.96,6.86,3.12,3.74,1.05e-16,1.35e-14,"chr10_70377957_70378476"
"chr7",157271753,157272336,584,"*",6.01,6.89,3.28,3.61,1.06e-16,1.36e-14,"chr7_157271753_157272336"
"chr11",94647805,94648268,464,"*",6.52,7.34,4.44,2.9,1.06e-16,1.36e-14,"chr11_94647805_94648268"
"chr14",51603842,51604249,408,"*",6,6.9,3.1,3.8,1.06e-16,1.36e-14,"chr14_51603842_51604249"
"chr2",16223413,16224220,808,"*",6.32,3.67,7.2,-3.53,1.08e-16,1.38e-14,"chr2_16223413_16224220"
"chr4",105191684,105192118,435,"*",5.71,6.65,2.07,4.58,1.08e-16,1.38e-14,"chr4_105191684_105192118"
"chr6",3165888,3166676,789,"*",6.14,3.15,7.04,-3.9,1.08e-16,1.39e-14,"chr6_3165888_3166676"
"chr15",28876055,28876736,682,"*",6.16,2.8,7.09,-4.29,1.09e-16,1.39e-14,"chr15_28876055_28876736"
"chr10",84613395,84613929,535,"*",6.79,4.95,7.58,-2.63,1.09e-16,1.39e-14,"chr10_84613395_84613929"
"chr4",44447850,44449052,1203,"*",8.06,6.93,8.68,-1.75,1.09e-16,1.4e-14,"chr4_44447850_44449052"
"chr12",53938515,53939474,960,"*",7.23,7.92,5.86,2.06,1.12e-16,1.43e-14,"chr12_53938515_53939474"
"chr6",6875793,6876295,503,"*",6.19,7.07,3.6,3.47,1.13e-16,1.45e-14,"chr6_6875793_6876295"
"chr1",55819159,55819565,407,"*",6.02,7,0.48,6.52,1.14e-16,1.45e-14,"chr1_55819159_55819565"
"chr4",140671319,140671898,580,"*",6.24,7.1,3.84,3.26,1.14e-16,1.45e-14,"chr4_140671319_140671898"
"chr14",50425108,50426217,1110,"*",6.05,7.03,0.33,6.71,1.14e-16,1.46e-14,"chr14_50425108_50426217"
"chr3",192514353,192515197,845,"*",6.4,4.1,7.24,-3.14,1.15e-16,1.46e-14,"chr3_192514353_192515197"
"chr2",133818107,133818545,439,"*",5.9,6.88,0.63,6.24,1.16e-16,1.47e-14,"chr2_133818107_133818545"
"chr22",44692177,44692724,548,"*",6.28,7.14,3.79,3.35,1.18e-16,1.51e-14,"chr22_44692177_44692724"
"chr2",217685052,217685683,632,"*",6.73,7.52,4.84,2.68,1.19e-16,1.51e-14,"chr2_217685052_217685683"
"chr5",22910497,22911290,794,"*",7.17,7.93,5.45,2.47,1.19e-16,1.52e-14,"chr5_22910497_22911290"
"chr14",91417386,91419031,1646,"*",7.18,5.51,7.93,-2.42,1.21e-16,1.53e-14,"chr14_91417386_91419031"
"chr20",16477426,16477835,410,"*",5.69,6.63,2.09,4.53,1.25e-16,1.58e-14,"chr20_16477426_16477835"
"chr10",78925646,78926235,590,"*",6.03,6.91,3.28,3.63,1.32e-16,1.67e-14,"chr10_78925646_78926235"
"chr4",152265326,152265799,474,"*",6.26,7.12,3.87,3.25,1.33e-16,1.68e-14,"chr4_152265326_152265799"
"chr13",32659724,32660234,511,"*",6.01,7,0.33,6.67,1.33e-16,1.69e-14,"chr13_32659724_32660234"
"chr6",104705863,104706279,417,"*",5.75,6.67,2.48,4.18,1.36e-16,1.72e-14,"chr6_104705863_104706279"
"chr8",107839279,107839977,699,"*",5.93,6.83,3.05,3.79,1.37e-16,1.74e-14,"chr8_107839279_107839977"
"chr1",156668252,156668985,734,"*",8,6.93,8.6,-1.67,1.37e-16,1.74e-14,"chr1_156668252_156668985"
"chr2",146287485,146287906,422,"*",5.71,6.65,1.91,4.74,1.38e-16,1.75e-14,"chr2_146287485_146287906"
"chr20",48697910,48698314,405,"*",5.72,6.68,1.29,5.4,1.39e-16,1.76e-14,"chr20_48697910_48698314"
"chr1",13550569,13551248,680,"*",6.89,7.66,5.09,2.57,1.41e-16,1.78e-14,"chr1_13550569_13551248"
"chr7",101378792,101379314,523,"*",6.95,5.05,7.74,-2.68,1.42e-16,1.79e-14,"chr7_101378792_101379314"
"chr7",28433696,28434331,636,"*",6.5,7.33,4.35,2.98,1.42e-16,1.79e-14,"chr7_28433696_28434331"
"chr5",65073140,65073652,513,"*",7.07,7.79,5.53,2.26,1.42e-16,1.79e-14,"chr5_65073140_65073652"
"chr18",59268919,59269549,631,"*",6.54,4.33,7.37,-3.05,1.44e-16,1.82e-14,"chr18_59268919_59269549"
"chr11",64869099,64869500,402,"*",5.68,6.62,2.09,4.52,1.46e-16,1.83e-14,"chr11_64869099_64869500"
"chr18",48859694,48860335,642,"*",6.08,2.79,7,-4.21,1.46e-16,1.83e-14,"chr18_48859694_48860335"
"chr13",57672719,57673662,944,"*",6.15,3.3,7.05,-3.75,1.46e-16,1.83e-14,"chr13_57672719_57673662"
"chr3",8490090,8490562,473,"*",6.94,7.68,5.32,2.36,1.48e-16,1.87e-14,"chr3_8490090_8490562"
"chr8",129411484,129412012,529,"*",5.71,6.67,1.37,5.3,1.5e-16,1.89e-14,"chr8_129411484_129412012"
"chr4",151957001,151957710,710,"*",7.2,5.73,7.91,-2.18,1.52e-16,1.91e-14,"chr4_151957001_151957710"
"chr10",68127866,68128292,427,"*",5.68,6.64,1.44,5.2,1.52e-16,1.91e-14,"chr10_68127866_68128292"
"chr15",92876990,92877410,421,"*",6.44,7.26,4.34,2.92,1.52e-16,1.91e-14,"chr15_92876990_92877410"
"chr8",64369416,64370555,1140,"*",6.36,3.88,7.23,-3.35,1.54e-16,1.93e-14,"chr8_64369416_64370555"
"chr21",43728341,43729185,845,"*",8.9,9.45,8.01,1.44,1.54e-16,1.93e-14,"chr21_43728341_43729185"
"chr10",89392207,89393465,1259,"*",7.82,8.45,6.7,1.75,1.55e-16,1.95e-14,"chr10_89392207_89393465"
"chr1",150563680,150564080,401,"*",6.36,7.19,4.2,2.99,1.57e-16,1.97e-14,"chr1_150563680_150564080"
"chr14",77000298,77001153,856,"*",6.69,7.46,4.93,2.53,1.57e-16,1.97e-14,"chr14_77000298_77001153"
"chr12",75478280,75478687,408,"*",5.85,6.83,0.63,6.2,1.57e-16,1.97e-14,"chr12_75478280_75478687"
"chr9",110040763,110041266,504,"*",5.77,6.69,2.45,4.25,1.58e-16,1.97e-14,"chr9_110040763_110041266"
"chr6",53731954,53732370,417,"*",5.76,6.7,2.28,4.42,1.58e-16,1.97e-14,"chr6_53731954_53732370"
"chr3",20120836,20121304,469,"*",5.68,6.65,1.33,5.32,1.61e-16,2.01e-14,"chr3_20120836_20121304"
"chr6",45480468,45480892,425,"*",5.96,6.85,3.09,3.76,1.61e-16,2.01e-14,"chr6_45480468_45480892"
"chr15",52783399,52784555,1157,"*",6.28,3.45,7.17,-3.73,1.63e-16,2.03e-14,"chr15_52783399_52784555"
"chr4",139816101,139816753,653,"*",6.26,3.49,7.15,-3.66,1.64e-16,2.04e-14,"chr4_139816101_139816753"
"chr8",27333195,27333595,401,"*",5.69,6.64,1.79,4.84,1.64e-16,2.05e-14,"chr8_27333195_27333595"
"chr11",78940486,78941424,939,"*",6.26,3.61,7.14,-3.53,1.68e-16,2.1e-14,"chr11_78940486_78941424"
"chr2",106030492,106031073,582,"*",7.07,7.79,5.56,2.23,1.69e-16,2.1e-14,"chr2_106030492_106031073"
"chr2",15980416,15980863,448,"*",6.16,2.97,7.08,-4.12,1.72e-16,2.13e-14,"chr2_15980416_15980863"
"chr1",205670212,205671324,1113,"*",6.88,4.99,7.67,-2.68,1.72e-16,2.14e-14,"chr1_205670212_205671324"
"chr4",98747535,98748026,492,"*",6.49,4.37,7.32,-2.95,1.72e-16,2.14e-14,"chr4_98747535_98748026"
"chr8",29513221,29513768,548,"*",5.77,6.7,2.33,4.37,1.74e-16,2.16e-14,"chr8_29513221_29513768"
"chr20",22819230,22819675,446,"*",5.72,6.67,1.63,5.04,1.74e-16,2.16e-14,"chr20_22819230_22819675"
"chr15",78331259,78331842,584,"*",6.1,2.31,7.05,-4.74,1.75e-16,2.17e-14,"chr15_78331259_78331842"
"chr1",101243602,101244209,608,"*",5.9,6.81,2.78,4.03,1.75e-16,2.17e-14,"chr1_101243602_101244209"
"chr7",157693020,157693825,806,"*",6.02,2.14,6.97,-4.84,1.76e-16,2.18e-14,"chr7_157693020_157693825"
"chr13",22428150,22428638,489,"*",6.09,6.98,3.37,3.62,1.78e-16,2.21e-14,"chr13_22428150_22428638"
"chr19",1510099,1510690,592,"*",6.64,7.42,4.82,2.61,1.79e-16,2.21e-14,"chr19_1510099_1510690"
"chr22",45007214,45007921,708,"*",7.22,5.74,7.94,-2.2,1.79e-16,2.21e-14,"chr22_45007214_45007921"
"chr2",66962571,66963295,725,"*",6.18,3.36,7.08,-3.72,1.8e-16,2.23e-14,"chr2_66962571_66963295"
"chr1",178538538,178538964,427,"*",6.18,7.04,3.73,3.31,1.83e-16,2.26e-14,"chr1_178538538_178538964"
"chr10",11086182,11086762,581,"*",6.52,7.36,4.28,3.07,1.85e-16,2.28e-14,"chr10_11086182_11086762"
"chr9",72292386,72293174,789,"*",5.89,6.81,2.78,4.03,1.86e-16,2.3e-14,"chr9_72292386_72293174"
"chr11",123174511,123175149,639,"*",6.63,7.46,4.44,3.03,1.87e-16,2.3e-14,"chr11_123174511_123175149"
"chr3",37504495,37505093,599,"*",6.72,4.8,7.51,-2.71,1.9e-16,2.34e-14,"chr3_37504495_37505093"
"chr14",32472568,32473457,890,"*",6.51,7.3,4.57,2.74,1.96e-16,2.41e-14,"chr14_32472568_32473457"
"chr1",69315799,69316333,535,"*",6.27,3.42,7.17,-3.75,1.98e-16,2.43e-14,"chr1_69315799_69316333"
"chr7",157690902,157692513,1612,"*",6.55,4.47,7.37,-2.9,1.98e-16,2.44e-14,"chr7_157690902_157692513"
"chr12",48175866,48176470,605,"*",6.19,7.04,3.79,3.25,2e-16,2.46e-14,"chr12_48175866_48176470"
"chr3",56829415,56830059,645,"*",6.97,7.72,5.31,2.41,2e-16,2.46e-14,"chr3_56829415_56830059"
"chr4",132513469,132513916,448,"*",5.65,6.6,1.85,4.75,2.01e-16,2.47e-14,"chr4_132513469_132513916"
"chr2",41922199,41923446,1248,"*",7.22,7.92,5.82,2.1,2.02e-16,2.48e-14,"chr2_41922199_41923446"
"chr7",25752893,25753770,878,"*",6.99,5.22,7.76,-2.55,2.03e-16,2.49e-14,"chr7_25752893_25753770"
"chr15",75620153,75620711,559,"*",5.67,6.62,1.91,4.71,2.04e-16,2.5e-14,"chr15_75620153_75620711"
"chr9",134130941,134131503,563,"*",7.29,7.98,5.92,2.06,2.05e-16,2.51e-14,"chr9_134130941_134131503"
"chr5",96780752,96781263,512,"*",5.7,6.66,1.29,5.37,2.05e-16,2.51e-14,"chr5_96780752_96781263"
"chr14",99436594,99437169,576,"*",6.1,6.96,3.69,3.27,2.07e-16,2.53e-14,"chr14_99436594_99437169"
"chrX",133461166,133461699,534,"*",5.87,6.79,2.77,4.01,2.15e-16,2.63e-14,"chrX_133461166_133461699"
"chr5",121969171,121969653,483,"*",5.69,6.64,1.97,4.67,2.16e-16,2.64e-14,"chr5_121969171_121969653"
"chr12",73464979,73465586,608,"*",6.13,1.54,7.1,-5.55,2.16e-16,2.64e-14,"chr12_73464979_73465586"
"chr11",31875815,31876466,652,"*",6.46,4.22,7.3,-3.08,2.21e-16,2.69e-14,"chr11_31875815_31876466"
"chr1",103250288,103251028,741,"*",6.88,5.06,7.66,-2.6,2.21e-16,2.7e-14,"chr1_103250288_103251028"
"chr6",90870458,90870908,451,"*",5.74,6.71,0.99,5.72,2.22e-16,2.71e-14,"chr6_90870458_90870908"
"chr1",218527759,218528330,572,"*",6.03,7.02,0.33,6.69,2.23e-16,2.72e-14,"chr1_218527759_218528330"
"chr12",53496245,53496645,401,"*",7.13,7.88,5.5,2.38,2.27e-16,2.76e-14,"chr12_53496245_53496645"
"chr3",115824950,115825548,599,"*",5.7,6.65,1.77,4.89,2.27e-16,2.76e-14,"chr3_115824950_115825548"
"chr11",130545476,130545904,429,"*",5.7,6.66,1.28,5.38,2.3e-16,2.8e-14,"chr11_130545476_130545904"
"chr3",195119576,195120128,553,"*",6.32,3.84,7.18,-3.34,2.34e-16,2.84e-14,"chr3_195119576_195120128"
"chrX",137574029,137574698,670,"*",6.41,0.98,7.39,-6.41,2.34e-16,2.85e-14,"chrX_137574029_137574698"
"chr9",121679439,121679972,534,"*",6,6.89,3.26,3.63,2.35e-16,2.86e-14,"chr9_121679439_121679972"
"chr3",147397125,147397959,835,"*",6.07,2.56,7,-4.44,2.35e-16,2.86e-14,"chr3_147397125_147397959"
"chr4",186685400,186686160,761,"*",6.95,7.69,5.3,2.39,2.37e-16,2.88e-14,"chr4_186685400_186686160"
"chr9",100515778,100516367,590,"*",5.92,6.82,3.05,3.77,2.41e-16,2.92e-14,"chr9_100515778_100516367"
"chr15",79192457,79193471,1015,"*",6.2,3.36,7.1,-3.74,2.42e-16,2.93e-14,"chr15_79192457_79193471"
"chr11",32563370,32563808,439,"*",6.28,7.27,0.04,7.23,2.43e-16,2.95e-14,"chr11_32563370_32563808"
"chr9",33480216,33480646,431,"*",5.73,6.69,1.6,5.09,2.43e-16,2.95e-14,"chr9_33480216_33480646"
"chr1",27350973,27351761,789,"*",6.97,5.2,7.74,-2.54,2.44e-16,2.95e-14,"chr1_27350973_27351761"
"chr18",45753022,45753843,822,"*",6.6,7.39,4.77,2.62,2.5e-16,3.02e-14,"chr18_45753022_45753843"
"chr1",2322125,2322768,644,"*",8.45,9.04,7.43,1.61,2.52e-16,3.05e-14,"chr1_2322125_2322768"
"chr2",189599228,189599939,712,"*",6.63,7.42,4.77,2.65,2.57e-16,3.1e-14,"chr2_189599228_189599939"
"chr11",76783594,76784844,1251,"*",8.34,7.34,8.93,-1.58,2.58e-16,3.11e-14,"chr11_76783594_76784844"
"chr8",130443148,130444021,874,"*",7.41,6.1,8.09,-1.99,2.6e-16,3.14e-14,"chr8_130443148_130444021"
"chr11",47104333,47105156,824,"*",6.28,3.83,7.14,-3.3,2.62e-16,3.16e-14,"chr11_47104333_47105156"
"chr3",57882884,57883610,727,"*",5.81,6.79,0.76,6.03,2.64e-16,3.19e-14,"chr3_57882884_57883610"
"chr19",5090915,5091679,765,"*",7.91,8.51,6.85,1.65,2.67e-16,3.21e-14,"chr19_5090915_5091679"
"chr6",3511172,3511935,764,"*",6.6,4.65,7.41,-2.76,2.67e-16,3.21e-14,"chr6_3511172_3511935"
"chr9",125509552,125510004,453,"*",6.82,7.63,4.82,2.8,2.67e-16,3.21e-14,"chr9_125509552_125510004"
"chr3",189276761,189277192,432,"*",5.66,6.6,2.07,4.53,2.68e-16,3.23e-14,"chr3_189276761_189277192"
"chr5",42507565,42508099,535,"*",6.9,5.16,7.67,-2.51,2.7e-16,3.24e-14,"chr5_42507565_42508099"
"chr2",167292636,167293768,1133,"*",8.11,7.11,8.7,-1.59,2.7e-16,3.24e-14,"chr2_167292636_167293768"
"chr20",49580062,49580820,759,"*",6.09,6.96,3.65,3.31,2.71e-16,3.26e-14,"chr20_49580062_49580820"
"chr13",20131066,20131600,535,"*",5.66,6.6,1.99,4.61,2.74e-16,3.29e-14,"chr13_20131066_20131600"
"chr5",52738007,52738479,473,"*",6.63,7.43,4.69,2.74,2.76e-16,3.31e-14,"chr5_52738007_52738479"
"chr2",150076077,150076648,572,"*",6.08,6.97,3.31,3.66,2.77e-16,3.32e-14,"chr2_150076077_150076648"
"chr2",204477561,204478075,515,"*",5.77,6.74,0.99,5.75,2.78e-16,3.33e-14,"chr2_204477561_204478075"
"chr2",105886012,105886433,422,"*",5.65,6.61,1.44,5.17,2.78e-16,3.33e-14,"chr2_105886012_105886433"
"chr4",8472707,8473296,590,"*",8.03,8.67,6.86,1.81,2.78e-16,3.33e-14,"chr4_8472707_8473296"
"chr7",28956302,28957546,1245,"*",7.41,5.82,8.15,-2.34,2.85e-16,3.41e-14,"chr7_28956302_28957546"
"chr14",73783243,73783761,519,"*",6.11,3.14,7.02,-3.88,2.85e-16,3.41e-14,"chr14_73783243_73783761"
"chr21",33203844,33204359,516,"*",6.28,7.15,3.81,3.34,2.85e-16,3.41e-14,"chr21_33203844_33204359"
"chr13",42686072,42686640,569,"*",5.81,6.79,0.63,6.16,2.88e-16,3.44e-14,"chr13_42686072_42686640"
"chr19",54420508,54421159,652,"*",6.6,4.59,7.41,-2.82,2.89e-16,3.45e-14,"chr19_54420508_54421159"
"chr1",99544387,99544798,412,"*",5.82,6.73,2.66,4.07,2.9e-16,3.46e-14,"chr1_99544387_99544798"
"chr5",134539709,134540180,472,"*",6.12,1.58,7.08,-5.51,2.93e-16,3.49e-14,"chr5_134539709_134540180"
