seqnames	start	end	width	strand	annotation	geneChr	geneStart	geneEnd	geneLength	geneStrand	geneId	transcriptId	distanceToTSS	ENTREZID	SYMBOL	GENENAME	PeakID	spearman
5	9685542	9685941	400	*	Intron (ENSGALT00000065916/ENSGALG00000005840, intron 1 of 22)	5	9684278	9737308	53031	1	ENSGALG00000005840	ENSGALT00000009381	1264	423048	DENND5A	DENN domain containing 5A	5-9685542-9685941	0.5923912391239124
2	113370793	113371192	400	*	Promoter	2	113359164	113371937	12774	2	ENSGALG00000047461	ENSGALT00000096047	745	421142	ASPH	aspartate beta-hydroxylase	2-113370793-113371192	0.5907110711071107
18	6127378	6127777	400	*	Intron (ENSGALT00000038814/ENSGALG00000003105, intron 5 of 17)	18	6106146	6162953	56808	1	ENSGALG00000003105	ENSGALT00000038814	21232	427807	ANKFN1	ankyrin repeat and fibronectin type III domain containing 1	18-6127378-6127777	0.58995499549955
1	39814233	39814632	400	*	Distal Intergenic	1	39833011	39835915	2905	1	ENSGALG00000026490	ENSGALT00000083483	-18379	417871	RPS16	ribosomal protein S16	1-39814233-39814632	0.58995499549955
5	50210404	50210803	400	*	Distal Intergenic	5	50224769	50242138	17370	1	ENSGALG00000030673	ENSGALT00000046439	-13966	NA	NA	NA	5-50210404-50210803	0.5895137941526556
6	12497357	12497756	400	*	Intron (ENSGALT00000033690/ENSGALG00000004569, intron 7 of 16)	6	12506250	12513523	7274	1	ENSGALG00000049446	ENSGALT00000103790	-8494	423717	SLC29A3	solute carrier family 29 member 3	6-12497357-12497756	0.5894389438943894
19	3131943	3132342	400	*	Exon (ENSGALT00000002111/ENSGALG00000001387, exon 9 of 13)	19	3088946	3089008	63	2	ENSGALG00000036568	ENSGALT00000046688	-42935	102466826	MIR7444	microRNA 7444	19-3131943-3132342	0.5885388538853885
19	3168994	3169393	400	*	Intron (ENSGALT00000002111/ENSGALG00000001387, intron 4 of 12)	19	3107347	3214173	106827	2	ENSGALG00000001387	ENSGALT00000002111	44780	NA	NA	NA	19-3168994-3169393	0.5885388538853885
26	1159347	1159746	400	*	Promoter	26	1158656	1164305	5650	1	ENSGALG00000026809	ENSGALT00000088382	691	426697	SARS	seryl-tRNA synthetase	26-1159347-1159746	0.586990699069907
24	4509024	4509423	400	*	Intron (ENSGALT00000048122/ENSGALG00000038540, intron 4 of 6)	24	4489763	4491131	1369	1	ENSGALG00000007004	ENSGALT00000057561	19261	NA	NA	NA	24-4509024-4509423	0.5865946594659466
24	4562364	4562763	400	*	Intron (ENSGALT00000048122/ENSGALG00000038540, intron 2 of 6)	24	4498522	4569876	71355	2	ENSGALG00000038540	ENSGALT00000048122	7113	419759	ZBTB32	zinc finger and BTB domain containing 32	24-4562364-4562763	0.5865946594659466
24	4563994	4564393	400	*	Intron (ENSGALT00000048122/ENSGALG00000038540, intron 2 of 6)	24	4498522	4569876	71355	2	ENSGALG00000038540	ENSGALT00000048122	5483	419759	ZBTB32	zinc finger and BTB domain containing 32	24-4563994-4564393	0.5865946594659466
24	4567802	4568201	400	*	Exon (ENSGALT00000048122/ENSGALG00000038540, exon 2 of 7)	24	4498522	4569876	71355	2	ENSGALG00000038540	ENSGALT00000048122	1675	419759	ZBTB32	zinc finger and BTB domain containing 32	24-4567802-4568201	0.5865946594659466
24	4574896	4575295	400	*	Distal Intergenic	24	4498522	4569876	71355	2	ENSGALG00000038540	ENSGALT00000048122	-5020	419759	ZBTB32	zinc finger and BTB domain containing 32	24-4574896-4575295	0.5865946594659466
24	4639828	4640227	400	*	Distal Intergenic	24	4641456	4643692	2237	1	ENSGALG00000047789	ENSGALT00000102723	-1229	NA	NA	NA	24-4639828-4640227	0.5865946594659466
24	4663961	4664360	400	*	Distal Intergenic	24	4641456	4643692	2237	1	ENSGALG00000047789	ENSGALT00000102723	22505	NA	NA	NA	24-4663961-4664360	0.5865946594659466
1	25145853	25146470	618	*	Intron (ENSGALT00000051026/ENSGALG00000036883, intron 1 of 20)	1	25059910	25147690	87781	2	ENSGALG00000036883	ENSGALT00000051026	1220	396134	MET	MET proto-oncogene, receptor tyrosine kinase	1-25145853-25146470	0.5865946594659466
6	23579545	23579944	400	*	Intron (ENSGALT00000067259/ENSGALG00000007658, intron 23 of 25)	6	23613017	23634385	21369	1	ENSGALG00000007666	ENSGALT00000012427	-33073	374098	KCNIP2	potassium voltage-gated channel interacting protein 2	6-23579545-23579944	0.5862466246624662
27	7461283	7462067	785	*	Promoter	27	7461455	7463267	1813	1	ENSGALG00000028517	ENSGALT00000043978	0	420037	EIF1	eukaryotic translation initiation factor 1	27-7461283-7462067	0.5834023402340234
9	12173412	12173811	400	*	Intron (ENSGALT00000091712/ENSGALG00000049451, intron 1 of 4)	9	12149117	12181765	32649	2	ENSGALG00000049451	ENSGALT00000091712	7954	NA	NA	NA	9-12173412-12173811	0.5832463246324633
9	19168517	19168916	400	*	Distal Intergenic	9	18880997	19157283	276287	2	ENSGALG00000040938	ENSGALT00000087214	-11234	424980	NLGN1	neuroligin 1	9-19168517-19168916	0.5831768120919968
9	16880855	16881254	400	*	Intron (ENSGALT00000093187/ENSGALG00000048590, intron 1 of 2)	9	16749623	16882806	133184	2	ENSGALG00000048590	ENSGALT00000093187	1552	NA	NA	NA	9-16880855-16881254	0.5826222622262226
9	16958569	16958968	400	*	Intron (ENSGALT00000092351/ENSGALG00000048980, intron 1 of 3)	9	16917339	16989485	72147	2	ENSGALG00000048980	ENSGALT00000092351	30517	NA	NA	NA	9-16958569-16958968	0.5826222622262226
9	16975653	16976052	400	*	Intron (ENSGALT00000092351/ENSGALG00000048980, intron 1 of 3)	9	16917339	16989485	72147	2	ENSGALG00000048980	ENSGALT00000092351	13433	NA	NA	NA	9-16975653-16976052	0.5826222622262226
9	16988795	16989194	400	*	Promoter	9	16917339	16989485	72147	2	ENSGALG00000048980	ENSGALT00000092351	291	NA	NA	NA	9-16988795-16989194	0.5826222622262226
9	17029138	17029537	400	*	Distal Intergenic	9	17025522	17026706	1185	2	ENSGALG00000043460	ENSGALT00000068561	-2432	396105	SOX2	SRY-box 2	9-17029138-17029537	0.5826222622262226
9	17041376	17041775	400	*	Distal Intergenic	9	17035914	17036175	262	2	ENSGALG00000036195	ENSGALT00000068034	-5201	NA	NA	NA	9-17041376-17041775	0.5826222622262226
1	70866753	70867152	400	*	Distal Intergenic	1	70750805	70843717	92913	2	ENSGALG00000036255	ENSGALT00000050637	-23036	427937	WNT7B	Wnt family member 7B	1-70866753-70867152	0.5815781578157816
5	50225501	50225900	400	*	Promoter	5	50224769	50242138	17370	1	ENSGALG00000030673	ENSGALT00000046439	732	NA	NA	NA	5-50225501-50225900	0.5813288528834887
4	19967808	19968207	400	*	Intron (ENSGALT00000080229/ENSGALG00000009230, intron 8 of 32)	4	19937243	19998920	61678	1	ENSGALG00000009230	ENSGALT00000094789	30565	422400	KIAA0922	KIAA0922	4-19967808-19968207	0.5810981098109811
17	6200185	6200931	747	*	Exon (ENSGALT00000039564/ENSGALG00000023689, exon 14 of 15)	17	6210644	6245986	35343	1	ENSGALG00000003941	ENSGALT00000098087	-9713	417184	FUBP3	far upstream element binding protein 3	17-6200185-6200931	0.5808460846084609
13	13208147	13208546	400	*	Distal Intergenic	13	13255413	13265272	9860	2	ENSGALG00000049934	ENSGALT00000094179	56726	NA	NA	NA	13-13208147-13208546	0.5804260426042605
6	12256836	12257235	400	*	Promoter	6	12257165	12275117	17953	1	ENSGALG00000039219	ENSGALT00000007138	0	423712	ADAMTS14	ADAM metallopeptidase with thrombospondin type 1 motif 14	6-12256836-12257235	0.5803420342034203
1	48558201	48558600	400	*	Intron (ENSGALT00000019272/ENSGALG00000011809, intron 3 of 12)	1	48468643	48670570	201928	2	ENSGALG00000011809	ENSGALT00000019272	111970	417965	GRIN2B	glutamate ionotropic receptor NMDA type subunit 2B	1-48558201-48558600	0.5799099909990999
17	9635833	9636232	400	*	Intron (ENSGALT00000001687/ENSGALG00000001118, intron 1 of 9)	17	9627008	9673191	46184	1	ENSGALG00000001118	ENSGALT00000001687	8825	417101	NEK6	NIMA related kinase 6	17-9635833-9636232	0.5786018601860187
2	63324923	63325322	400	*	Distal Intergenic	2	63334682	63342074	7393	1	ENSGALG00000048995	ENSGALT00000101537	-9360	NA	NA	NA	2-63324923-63325322	0.5774737473747376
7	27496625	27497024	400	*	Intron (ENSGALT00000019179/ENSGALG00000011744, intron 1 of 59)	7	27415443	27857542	442100	1	ENSGALG00000011744	ENSGALT00000105912	81182	424253	KALRN	kalirin, RhoGEF kinase	7-27496625-27497024	0.5759615961596161
1	48532155	48532554	400	*	Intron (ENSGALT00000019272/ENSGALG00000011809, intron 4 of 12)	1	48386980	48396962	9983	2	ENSGALG00000052914	ENSGALT00000090811	-135193	NA	NA	NA	1-48532155-48532554	0.5756615661566157
26	1158659	1159058	400	*	Promoter	26	1158656	1164305	5650	1	ENSGALG00000026809	ENSGALT00000088382	3	426697	SARS	seryl-tRNA synthetase	26-1158659-1159058	0.5742814281428142
10	3233333	3233732	400	*	Intron (ENSGALT00000004272/ENSGALG00000002708, intron 2 of 3)	10	3212741	3290778	78038	1	ENSGALG00000002708	ENSGALT00000004272	20592	415344	LINGO1	leucine rich repeat and Ig domain containing 1	10-3233333-3233732	0.5731293129312932
6	12209447	12209846	400	*	Promoter	6	12209119	12212113	2995	1	ENSGALG00000049951	ENSGALT00000097784	328	100858414	SPOCK2	SPARC/osteonectin, cwcv and kazal like domains proteoglycan 2	6-12209447-12209846	0.5730573057305731
23	5104827	5105226	400	*	Distal Intergenic	23	5106695	5112178	5484	1	ENSGALG00000017715	ENSGALT00000100581	-1469	430648	TINAGL1	tubulointerstitial nephritis antigen like 1	23-5104827-5105226	0.5717131713171317
7	3152743	3153142	400	*	Intron (ENSGALT00000039962/ENSGALG00000003126, intron 20 of 26)	7	3039146	3077658	38513	1	ENSGALG00000051596	ENSGALT00000091206	113597	NA	NA	NA	7-3152743-3153142	0.5716531653165317
13	1638070	1638469	400	*	Promoter	13	1638996	1669010	30015	1	ENSGALG00000038128	ENSGALT00000063932	-527	416137	UBE2D2	ubiquitin conjugating enzyme E2 D2	13-1638070-1638469	0.571005100510051
13	1641770	1642169	400	*	Intron (ENSGALT00000063932/ENSGALG00000038128, intron 1 of 6)	13	1638996	1669010	30015	1	ENSGALG00000038128	ENSGALT00000063932	2774	416137	UBE2D2	ubiquitin conjugating enzyme E2 D2	13-1641770-1642169	0.571005100510051
17	10401368	10401767	400	*	Intron (ENSGALT00000078478/ENSGALG00000040582, intron 2 of 7)	17	10356719	10450700	93982	1	ENSGALG00000040582	ENSGALT00000078478	44649	396312	LMX1B	LIM homeobox transcription factor 1 beta	17-10401368-10401767	0.5709090909090909
9	12049491	12049890	400	*	Distal Intergenic	9	12056956	12064322	7367	2	ENSGALG00000006810	ENSGALT00000011013	14432	424885	ZIC4	Zic family member 4	9-12049491-12049890	0.5698289828982899
2	15752324	15752723	400	*	Distal Intergenic	2	15786146	15799233	13088	2	ENSGALG00000007435	ENSGALT00000085826	46510	420483	RAB18	RAB18, member RAS oncogene family	2-15752324-15752723	0.5696969696969697
4	47738684	47739083	400	*	Distal Intergenic	4	47741657	47765921	24265	1	ENSGALG00000050254	ENSGALT00000093960	-2574	NA	NA	NA	4-47738684-47739083	0.5694689468946895
8	6182637	6183036	400	*	Promoter	8	6182039	6182746	708	2	ENSGALG00000023725	ENSGALT00000039676	0	101750986	IER5	immediate early response 5	8-6182637-6183036	0.5692529252925292
20	8685555	8685954	400	*	Distal Intergenic	20	8547949	8683946	135998	2	ENSGALG00000046924	ENSGALT00000093060	-1609	NA	NA	NA	20-8685555-8685954	0.5688208820882088
7	2278322	2278721	400	*	Intron (ENSGALT00000004344/ENSGALG00000002750, intron 1 of 30)	7	2277081	2327746	50666	1	ENSGALG00000002750	ENSGALT00000100285	1241	424000	NCKAP1	NCK associated protein 1	7-2278322-2278721	0.5682088208820882
5	21077903	21078302	400	*	Intron (ENSGALT00000099468/ENSGALG00000007948, intron 1 of 4)	5	20745722	21182056	436335	2	ENSGALG00000007948	ENSGALT00000099468	103754	428862	LRRC4C	leucine rich repeat containing 4C	5-21077903-21078302	0.5681848184818482
5	55638896	55639295	400	*	Intron (ENSGALT00000019757/ENSGALG00000012094, intron 1 of 7)	5	55654250	55687960	33711	1	ENSGALG00000012094	ENSGALT00000100427	-14955	776258	SLC35F4	solute carrier family 35 member F4	5-55638896-55639295	0.5672967296729673
27	6687482	6687881	400	*	Exon (ENSGALT00000104467/ENSGALG00000032628, exon 16 of 18)	27	6684289	6711662	27374	2	ENSGALG00000032628	ENSGALT00000104467	23781	426281	SRCIN1	SRC kinase signaling inhibitor 1	27-6687482-6687881	0.5670927092709271
6	26280032	26280431	400	*	Intron (ENSGALT00000054199/ENSGALG00000008465, intron 1 of 26)	6	26083271	26355658	272388	2	ENSGALG00000008465	ENSGALT00000054199	75227	423885	SORCS1	sortilin related VPS10 domain containing receptor 1	6-26280032-26280431	0.5655325532553256
5	8112946	8113345	400	*	Distal Intergenic	5	8005041	8091334	86294	2	ENSGALG00000005415	ENSGALT00000057591	-21612	403089	TEAD1	TEA domain transcription factor 1	5-8112946-8113345	0.5654965496549655
6	12620861	12621260	400	*	Exon (ENSGALT00000051952/ENSGALG00000030179, exon 6 of 7)	6	12620516	12626469	5954	2	ENSGALG00000030179	ENSGALT00000051952	5209	769500	C6H10orf54	chromosome 6 C10orf54 homolog	6-12620861-12621260	0.5644644464446444
3	68412619	68413018	400	*	Intron (ENSGALT00000095062/ENSGALG00000015388, intron 2 of 7)	3	68350477	68445504	95028	2	ENSGALG00000015388	ENSGALT00000095062	32486	445340	PRDM1	PR/SET domain 1	3-68412619-68413018	0.5644284428442845
2	112404101	112404500	400	*	Distal Intergenic	2	112393818	112402010	8193	2	ENSGALG00000054692	ENSGALT00000098563	-2091	NA	NA	NA	2-112404101-112404500	0.5638163816381638
1	39734215	39734614	400	*	Intron (ENSGALT00000065339/ENSGALG00000010325, intron 1 of 25)	1	39644734	39767864	123131	2	ENSGALG00000010325	ENSGALT00000067856	33250	396020	PPP1R12A	protein phosphatase 1 regulatory subunit 12A	1-39734215-39734614	0.5635523552355236
1	39789819	39790218	400	*	Distal Intergenic	1	39644313	39767984	123672	2	ENSGALG00000010325	ENSGALT00000090229	-21835	396020	PPP1R12A	protein phosphatase 1 regulatory subunit 12A	1-39789819-39790218	0.5635523552355236
1	39816477	39816876	400	*	Distal Intergenic	1	39833011	39835915	2905	1	ENSGALG00000026490	ENSGALT00000083483	-16135	417871	RPS16	ribosomal protein S16	1-39816477-39816876	0.5635523552355236
6	12528993	12529392	400	*	Intron (ENSGALT00000081065/ENSGALG00000036824, intron 2 of 24)	6	12523595	12618142	94548	1	ENSGALG00000036824	ENSGALT00000063543	5398	423718	CDH23	cadherin related 23	6-12528993-12529392	0.563024302430243
6	25996380	25996779	400	*	Intron (ENSGALT00000106544/ENSGALG00000048364, intron 2 of 2)	6	25933804	26011901	78098	1	ENSGALG00000048364	ENSGALT00000098279	62576	NA	NA	NA	6-25996380-25996779	0.562988298829883
6	26128920	26129319	400	*	Intron (ENSGALT00000054199/ENSGALG00000008465, intron 16 of 26)	6	25933804	26011901	78098	1	ENSGALG00000048364	ENSGALT00000098279	195116	NA	NA	NA	6-26128920-26129319	0.5624842484248426
7	22383484	22383883	400	*	Downstream (2-3kb)	7	22386125	22397621	11497	2	ENSGALG00000011355	ENSGALT00000018526	13738	429040	WNT10A	Wnt family member 10A	7-22383484-22383883	0.562016201620162
Z	57309963	57310362	400	*	Downstream (1-2kb)	34	57318371	57327392	9022	1	ENSGALG00000049314	ENSGALT00000106455	-8009	NA	NA	NA	Z-57309963-57310362	0.561956195619562
6	36169420	36169819	400	*	Intron (ENSGALT00000075704/ENSGALG00000010493, intron 9 of 14)	6	36216483	36218598	2116	2	ENSGALG00000010500	ENSGALT00000018301	48779	395591	NKX6-2	NK6 homeobox 2	6-36169420-36169819	0.5615961596159617
27	3814869	3815268	400	*	Intron (ENSGALT00000106841/ENSGALG00000032658, intron 22 of 22)	27	3817962	3870070	52109	1	ENSGALG00000000674	ENSGALT00000000956	-2694	419963	MYO1D	myosin ID	27-3814869-3815268	0.5614521452145215
3	36426141	36426540	400	*	Intron (ENSGALT00000049552/ENSGALG00000031427, intron 2 of 18)	3	36299716	36441865	142150	2	ENSGALG00000031427	ENSGALT00000049552	15325	107053055	LOC107053055	formin-2-like	3-36426141-36426540	0.5610801080108011
11	18838410	18838809	400	*	3' UTR	11	18840387	18841759	1373	1	ENSGALG00000054486	ENSGALT00000096195	-1578	427562	MC1R	melanocortin 1 receptor	11-18838410-18838809	0.5610681068106811
13	13485593	13485992	400	*	Distal Intergenic	13	13420059	13433239	13181	2	ENSGALG00000050732	ENSGALT00000107942	-52354	NA	NA	NA	13-13485593-13485992	0.5603960396039604
9	12028281	12028680	400	*	Distal Intergenic	9	12056956	12064322	7367	2	ENSGALG00000006810	ENSGALT00000011013	35642	424885	ZIC4	Zic family member 4	9-12028281-12028680	0.5598799879987999
Z	50286420	50286819	400	*	Distal Intergenic	34	50129168	50258002	128835	2	ENSGALG00000015256	ENSGALT00000096186	-28418	427274	PAM	peptidylglycine alpha-amidating monooxygenase	Z-50286420-50286819	0.5590037315313628
27	3756071	3756470	400	*	Intron (ENSGALT00000070961/ENSGALG00000041926, intron 2 of 3)	27	3752626	3757369	4744	1	ENSGALG00000041926	ENSGALT00000070961	3445	NA	NA	NA	27-3756071-3756470	0.5587758775877588
20	8645841	8646240	400	*	Intron (ENSGALT00000092585/ENSGALG00000046924, intron 1 of 3)	20	8643767	8643866	100	2	ENSGALG00000025235	ENSGALT00000042148	-1975	100315816	MIR1746	microRNA 1746	20-8645841-8646240	0.5572997299729974
12	13413654	13414053	400	*	Intron (ENSGALT00000011619/ENSGALG00000007177, intron 9 of 27)	12	13502210	13519630	17421	2	ENSGALG00000047390	ENSGALT00000092160	105577	NA	NA	NA	12-13413654-13414053	0.5569996999699971
2	112331260	112331659	400	*	Intron (ENSGALT00000104622/ENSGALG00000039102, intron 1 of 8)	2	112154197	112323224	169028	2	ENSGALG00000039102	ENSGALT00000080434	-8036	421138	TOX	thymocyte selection associated high mobility group box	2-112331260-112331659	0.5569996999699971
3	108240091	108240490	400	*	Intron (ENSGALT00000026916/ENSGALG00000016680, intron 2 of 6)	3	108221189	108246601	25413	2	ENSGALG00000016680	ENSGALT00000026916	6111	395713	TFAP2B	transcription factor AP-2 beta	3-108240091-108240490	0.5567116711671167
1	98580212	98580611	400	*	Intron (ENSGALT00000055391/ENSGALG00000015519, intron 1 of 21)	1	98602562	98602717	156	2	ENSGALG00000027990	ENSGALT00000043257	22106	NA	NA	NA	1-98580212-98580611	0.5565196519651966
1	98482780	98483179	400	*	Intron (ENSGALT00000025020/ENSGALG00000015519, intron 1 of 26)	1	98288159	98444559	156401	2	ENSGALG00000015519	ENSGALT00000107751	-38221	395291	ROBO2	roundabout guidance receptor 2	1-98482780-98483179	0.5560156015601561
2	128697286	128697685	400	*	Distal Intergenic	2	128707438	128709735	2298	2	ENSGALG00000051109	ENSGALT00000102636	12050	NA	NA	NA	2-128697286-128697685	0.5559075907590759
6	18277407	18277806	400	*	Intron (ENSGALT00000040134/ENSGALG00000005722, intron 22 of 25)	6	18287218	18291826	4609	2	ENSGALG00000005733	ENSGALT00000040132	14020	428953	WNT8B	Wnt family member 8B	6-18277407-18277806	0.5557155715571558
1	98447267	98447666	400	*	Intron (ENSGALT00000025020/ENSGALG00000015519, intron 1 of 26)	1	98288159	98444559	156401	2	ENSGALG00000015519	ENSGALT00000107751	-2708	395291	ROBO2	roundabout guidance receptor 2	1-98447267-98447666	0.5537113711371138
8	2567846	2568245	400	*	3' UTR	8	2524756	2529448	4693	1	ENSGALG00000049886	ENSGALT00000104039	43090	NA	NA	NA	8-2567846-2568245	0.5523912391239124
8	2576314	2576713	400	*	Intron (ENSGALT00000003472/ENSGALG00000002216, intron 7 of 9)	8	2565913	2611626	45714	2	ENSGALG00000002216	ENSGALT00000003472	34913	424350	NEK7	NIMA related kinase 7	8-2576314-2576713	0.5523912391239124
8	2675350	2675749	400	*	Intron (ENSGALT00000003480/ENSGALG00000002223, intron 3 of 4)	8	2669865	2679771	9907	2	ENSGALG00000002223	ENSGALT00000003480	4022	396397	LHX9	LIM homeobox 9	8-2675350-2675749	0.5523912391239124
8	2687675	2688074	400	*	3' UTR	8	2687613	2689627	2015	2	ENSGALG00000052769	ENSGALT00000093994	1553	NA	NA	NA	8-2687675-2688074	0.5523912391239124
7	17746862	17747261	400	*	Intron (ENSGALT00000057481/ENSGALG00000034007, intron 1 of 23)	7	17715454	17753860	38407	2	ENSGALG00000034007	ENSGALT00000081430	6599	396226	ITGA6	integrin subunit alpha 6	7-17746862-17747261	0.5511671167116712
9	19097825	19098224	400	*	Intron (ENSGALT00000047878/ENSGALG00000040938, intron 2 of 6)	9	18880997	19157283	276287	2	ENSGALG00000040938	ENSGALT00000047878	59059	424980	NLGN1	neuroligin 1	9-19097825-19098224	0.5511056295455634
9	3613679	3614078	400	*	Promoter	9	3610193	3613933	3741	2	ENSGALG00000006714	ENSGALT00000010861	0	424880	CCDC61	coiled-coil domain containing 61	9-3613679-3614078	0.5510015617404022
4	48224922	48225321	400	*	Intron (ENSGALT00000018468/ENSGALG00000011319, intron 6 of 23)	4	48210684	48210776	93	1	ENSGALG00000025322	ENSGALT00000042235	14238	100315985	MIR1730	microRNA 1730	4-48224922-48225321	0.5509870987098711
1	39737333	39737969	637	*	Intron (ENSGALT00000065339/ENSGALG00000010325, intron 1 of 25)	1	39644734	39767864	123131	2	ENSGALG00000010325	ENSGALT00000067856	29895	396020	PPP1R12A	protein phosphatase 1 regulatory subunit 12A	1-39737333-39737969	0.5474783902766625
1	45751941	45752340	400	*	Distal Intergenic	1	45725939	45740752	14814	2	ENSGALG00000033709	ENSGALT00000065184	-11189	417918	LTA4H	leukotriene A4 hydrolase	1-45751941-45752340	0.5459345934593459
1	45763035	45763434	400	*	Downstream (2-3kb)	1	45765543	45768286	2744	2	ENSGALG00000047244	ENSGALT00000104494	4852	NA	NA	NA	1-45763035-45763434	0.5459345934593459
27	3804884	3805283	400	*	Exon (ENSGALT00000040744/ENSGALG00000000685, exon 3 of 16)	27	3794520	3809775	15256	2	ENSGALG00000000685	ENSGALT00000040744	4492	419964	MAP3K14	mitogen-activated protein kinase kinase kinase 14	27-3804884-3805283	0.5453225322532254
20	8714070	8714469	400	*	Promoter	20	8701743	8714334	12592	2	ENSGALG00000005745	ENSGALT00000083086	0	419238	YTHDF1	YTH N6-methyladenosine RNA binding protein 1	20-8714070-8714469	0.5442784278427844
17	10387604	10388003	400	*	Intron (ENSGALT00000078478/ENSGALG00000040582, intron 2 of 7)	17	10356719	10450700	93982	1	ENSGALG00000040582	ENSGALT00000078478	30885	396312	LMX1B	LIM homeobox transcription factor 1 beta	17-10387604-10388003	0.5433663366336634
27	6736259	6736658	400	*	Promoter	27	6690014	6736329	46316	2	ENSGALG00000032628	ENSGALT00000056225	0	426281	SRCIN1	SRC kinase signaling inhibitor 1	27-6736259-6736658	0.5432463246324633
3	54765719	54766118	400	*	Promoter	3	54759563	54765737	6175	2	ENSGALG00000048986	ENSGALT00000095114	0	NA	NA	NA	3-54765719-54766118	0.5431503150315031
3	54771038	54771437	400	*	Distal Intergenic	3	54759563	54765737	6175	2	ENSGALG00000048986	ENSGALT00000095114	-5301	NA	NA	NA	3-54771038-54771437	0.5431503150315031
3	54784554	54784953	400	*	Distal Intergenic	3	54793588	54794409	822	1	ENSGALG00000013862	ENSGALT00000022484	-8635	NA	NA	NA	3-54784554-54784953	0.5431503150315031
3	54821474	54821873	400	*	Distal Intergenic	3	54793588	54794409	822	1	ENSGALG00000013862	ENSGALT00000022484	27886	NA	NA	NA	3-54821474-54821873	0.5431503150315031
3	54849266	54849665	400	*	Distal Intergenic	3	54895190	54914161	18972	1	ENSGALG00000013865	ENSGALT00000031776	-45525	421685	IFNGR1	interferon gamma receptor 1	3-54849266-54849665	0.5431503150315031
3	54854261	54854660	400	*	Distal Intergenic	3	54895190	54914161	18972	1	ENSGALG00000013865	ENSGALT00000031776	-40530	421685	IFNGR1	interferon gamma receptor 1	3-54854261-54854660	0.5431503150315031
3	54881162	54881561	400	*	Distal Intergenic	3	54895190	54914161	18972	1	ENSGALG00000013865	ENSGALT00000031776	-13629	421685	IFNGR1	interferon gamma receptor 1	3-54881162-54881561	0.5431503150315031
3	54894409	54894808	400	*	Promoter	3	54895190	54914161	18972	1	ENSGALG00000013865	ENSGALT00000031776	-382	421685	IFNGR1	interferon gamma receptor 1	3-54894409-54894808	0.5431503150315031
4	47927914	47928313	400	*	Distal Intergenic	4	47983446	48374220	390775	1	ENSGALG00000011319	ENSGALT00000018468	-55133	422616	ADGRL3	adhesion G protein-coupled receptor L3	4-47927914-47928313	0.5431263126312631
7	27557194	27557593	400	*	Intron (ENSGALT00000019179/ENSGALG00000011744, intron 1 of 59)	7	27649192	27651213	2022	2	ENSGALG00000047116	ENSGALT00000105679	93620	NA	NA	NA	7-27557194-27557593	0.541902190219022
2	113033464	113033863	400	*	Intron (ENSGALT00000095272/ENSGALG00000051348, intron 2 of 2)	2	113031958	113039533	7576	1	ENSGALG00000051348	ENSGALT00000095272	1506	NA	NA	NA	2-113033464-113033863	0.5408220822082208
3	17132786	17133185	400	*	Exon (ENSGALT00000038829/ENSGALG00000009228, exon 8 of 23)	3	17119785	17149024	29240	1	ENSGALG00000009228	ENSGALT00000038829	13001	396199	PARP1	poly (ADP-ribose) polymerase 1	3-17132786-17133185	0.5404140414041405
2	63523422	63523821	400	*	Intron (ENSGALT00000095561/ENSGALG00000022976, intron 9 of 10)	2	63573759	63583116	9358	1	ENSGALG00000042845	ENSGALT00000096679	-49938	NA	NA	NA	2-63523422-63523821	0.5403300330033003
7	3581801	3582200	400	*	Intron (ENSGALT00000094376/ENSGALG00000052079, intron 7 of 7)	7	3580506	3594632	14127	2	ENSGALG00000052079	ENSGALT00000094376	12432	NA	NA	NA	7-3581801-3582200	0.5398619861986199
17	6839327	6839726	400	*	Intron (ENSGALT00000005607/ENSGALG00000003545, intron 1 of 5)	17	6827636	6880154	52519	1	ENSGALG00000003545	ENSGALT00000005607	11691	417168	CFAP77	cilia and flagella associated protein 77	17-6839327-6839726	0.5398499849984999
6	12235427	12235826	400	*	Promoter	6	12233307	12235990	2684	2	ENSGALG00000030964	ENSGALT00000052084	164	769461	LRRC20	leucine rich repeat containing 20	6-12235427-12235826	0.5391059105910592
6	12658566	12658965	400	*	Exon (ENSGALT00000081103/ENSGALG00000004769, exon 11 of 15)	6	12645144	12647593	2450	2	ENSGALG00000004747	ENSGALT00000007568	-10973	NA	NA	NA	6-12658566-12658965	0.5388898889888989
2	109751514	109751913	400	*	Distal Intergenic	2	109572158	109745154	172997	2	ENSGALG00000015254	ENSGALT00000075015	-6360	421115	ST18	ST18, C2H2C-type zinc finger	2-109751514-109751913	0.5376297629762977
6	12236031	12236430	400	*	Promoter	6	12236270	12237861	1592	1	ENSGALG00000037904	ENSGALT00000079414	0	769479	EIF4EBP2	eukaryotic translation initiation factor 4E binding protein 2	6-12236031-12236430	0.5369336933693369
Z	50734214	50734613	400	*	Intron (ENSGALT00000042657/ENSGALG00000026192, intron 1 of 4)	34	50730982	50785339	54358	1	ENSGALG00000026192	ENSGALT00000042657	3232	374155	ST8SIA4	ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 4	Z-50734214-50734613	0.5363740439530933
